inspection_id,batch_id,machine_id,line_id,factory_id,product_id,supplier_id,operator_id,inspection_date,inspector_id,sample_size,passed_samples,failed_samples,defect_type,defect_severity,measured_dimension_mm,inspection_result,estimated_quality_loss_inr
QIN006375,BAT046919,MCH0345,LIN018,FAC006,PRD0139,SUP0088,OPR0402,2023-11-18,INS076,44,41,3,Discoloration,Major,50.119,Fail,4048.01
QIN006376,BAT058456,MCH0210,LIN004,FAC002,PRD0095,SUP0054,OPR0704,2023-10-23,INS074,189,177,12,Misalignment,Major,49.022,Fail,1774.2
QIN006377,BAT024678,MCH0121,LIN008,FAC003,PRD0074,SUP0094,OPR0570,2026-06-26,INS017,154,147,7,Dimensional Error,Major,49.949,Pass,3718.76
QIN006378,BAT000120,MCH0075,LIN003,FAC001,PRD0123,SUP0009,OPR0128,2024-08-12,INS047,122,111,11,Burr,Major,50.074,Fail,3273.97
QIN006379,BAT019192,MCH0302,LIN016,FAC006,PRD0009,SUP0056,OPR0695,2024-05-17,INS076,90,78,12,Packaging Damage,Critical,49.654,Fail,25704.31
QIN006380,BAT057624,MCH0356,LIN005,FAC002,PRD0013,SUP0182,OPR0922,2024-02-05,INS020,191,183,8,Porosity,Critical,52.195,Fail,586.91
QIN006381,BAT045973,MCH0177,LIN009,FAC003,PRD0131,SUP0087,OPR0872,2026-01-26,INS077,136,125,11,Packaging Damage,Minor,50.073,Fail,17988.64
QIN006382,BAT002195,MCH0563,LIN001,FAC001,PRD0086,SUP0082,OPR0188,2024-09-03,INS048,199,177,22,Misalignment,Major,51.097,Fail,47773.82
QIN006383,BAT018731,MCH0147,LIN028,FAC010,PRD0132,SUP0006,OPR0043,2025-05-29,INS032,142,134,8,Packaging Damage,Minor,50.068,Fail,4430.68
QIN006384,BAT048687,MCH0557,LIN030,FAC010,PRD0094,SUP0110,OPR0430,2024-09-09,INS021,34,27,7,Misalignment,Minor,50.693,Fail,29068.46
QIN006385,BAT006344,MCH0258,LIN026,FAC009,PRD0135,SUP0043,OPR0275,2025-08-16,INS072,144,132,12,Packaging Damage,Minor,48.439,Fail,19509.02
QIN006386,BAT027151,MCH0038,LIN022,FAC008,PRD0104,SUP0035,OPR0573,2025-03-08,INS069,235,204,31,Dimensional Error,Major,51.053,Fail,49762.42
QIN006387,BAT059660,MCH0296,LIN026,FAC009,PRD0077,SUP0057,OPR0701,2023-02-22,INS028,219,197,22,Porosity,Major,50.21,Fail,26663.68
QIN006388,BAT039847,MCH0087,LIN028,FAC010,PRD0041,SUP0015,OPR0961,2023-03-10,INS016,49,44,5,Packaging Damage,Minor,49.553,Fail,13243.54
QIN006389,BAT032601,MCH0547,LIN005,FAC002,PRD0150,SUP0201,OPR0917,2025-03-12,INS030,103,85,18,Burr,Minor,49.574,Fail,36177.18
QIN006390,BAT040651,MCH0545,LIN004,FAC002,PRD0029,SUP0108,OPR0493,2024-07-21,INS043,242,222,20,Packaging Damage,Major,50.693,Fail,7654.36
QIN006391,BAT057296,MCH0148,LIN009,FAC003,PRD0031,SUP0058,OPR0659,2024-06-18,INS061,172,164,8,Discoloration,Minor,50.078,Pass,1350.4
QIN006392,BAT041281,MCH0383,LIN005,FAC002,PRD0098,SUP0016,OPR0509,2025-05-27,INS036,52,52,0,No Defect,,50.041,Pass,0.0
QIN006393,BAT020194,MCH0048,LIN024,FAC008,PRD0063,SUP0068,OPR0431,2026-05-07,INS022,66,61,5,Packaging Damage,Minor,48.199,Fail,6117.39
QIN006394,BAT010906,MCH0319,LIN007,FAC003,PRD0039,SUP0072,OPR0101,2024-01-12,INS023,201,172,29,Discoloration,Minor,49.628,Fail,12059.51
QIN006395,BAT012382,MCH0357,LIN029,FAC010,PRD0148,SUP0058,OPR0489,2025-02-07,INS062,207,184,23,Surface Crack,Major,51.688,Fail,41151.18
QIN006396,BAT053712,MCH0190,LIN002,FAC001,PRD0150,SUP0201,OPR0375,2024-11-02,INS013,50,40,10,Porosity,Minor,49.734,Fail,12879.77
QIN006397,BAT019834,MCH0462,LIN016,FAC006,PRD0028,SUP0101,OPR0736,2023-07-14,INS023,112,106,6,Dimensional Error,Minor,49.152,Fail,1630.75
QIN006398,BAT013174,MCH0316,LIN029,FAC010,PRD0048,SUP0124,OPR0991,2025-04-24,INS018,39,38,1,Electrical Failure,Minor,50.29,Pass,1754.1
QIN006399,BAT001496,MCH0201,LIN006,FAC002,PRD0142,SUP0108,OPR0293,2024-12-13,INS056,217,197,20,Misalignment,Minor,50.488,Fail,11695.05
QIN006400,BAT004797,MCH0461,LIN007,FAC003,PRD0037,SUP0032,OPR0486,2023-09-14,INS089,180,154,26,Burr,Major,49.499,Fail,11267.35
QIN006401,BAT043975,MCH0212,LIN030,FAC010,PRD0065,SUP0160,OPR0026,2023-11-17,INS066,197,171,26,Dimensional Error,Major,51.641,Fail,17296.81
QIN006402,BAT009835,MCH0462,LIN016,FAC006,PRD0008,SUP0198,OPR0248,2023-03-24,INS052,163,140,23,Porosity,Minor,50.01,Fail,25735.91
QIN006403,BAT048074,MCH0233,LIN015,FAC005,PRD0017,SUP0166,OPR0591,2025-04-21,INS059,77,70,7,Packaging Damage,Minor,48.39,Fail,13629.75
QIN006404,BAT032228,MCH0040,LIN003,FAC001,PRD0038,SUP0071,OPR0179,2026-04-30,INS039,98,89,9,Surface Crack,Minor,49.274,Fail,7470.88
QIN006405,BAT033481,MCH0524,LIN016,FAC006,PRD0117,SUP0115,OPR0810,2025-01-13,INS013,212,202,10,Discoloration,Minor,50.142,Pass,2801.85
QIN006406,BAT028109,MCH0387,LIN005,FAC002,PRD0040,SUP0160,OPR0729,2023-10-16,INS038,74,72,2,Surface Crack,Minor,49.54,Pass,3972.03
QIN006407,BAT051608,MCH0080,LIN020,FAC007,PRD0072,SUP0059,OPR0061,2024-04-24,INS016,61,52,9,Packaging Damage,Minor,49.538,Fail,38796.72
QIN006408,BAT002453,MCH0345,LIN018,FAC006,PRD0045,SUP0195,OPR0408,2023-09-27,INS054,175,152,23,Misalignment,Minor,50.677,Fail,102770.4
QIN006409,BAT013201,MCH0110,LIN002,FAC001,PRD0063,SUP0068,OPR0916,2026-06-15,INS004,78,68,10,Misalignment,Minor,49.611,Fail,37552.57
QIN006410,BAT008009,MCH0048,LIN024,FAC008,PRD0079,SUP0023,OPR0162,2023-08-30,INS039,175,154,21,Surface Crack,Minor,49.274,Fail,17179.75
QIN006411,BAT058879,MCH0293,LIN023,FAC008,PRD0036,SUP0002,OPR0092,2025-04-03,INS077,43,31,12,Porosity,Minor,50.212,Fail,37497.25
QIN006412,BAT017006,MCH0568,LIN019,FAC007,PRD0144,SUP0057,OPR0638,2026-04-02,INS008,118,101,17,Dimensional Error,Major,50.24,Fail,26520.16
QIN006413,BAT051644,MCH0519,LIN030,FAC010,PRD0016,SUP0177,OPR0874,2025-04-21,INS068,46,41,5,Discoloration,Major,50.142,Fail,60294.64
QIN006414,BAT033118,MCH0561,LIN029,FAC010,PRD0020,SUP0076,OPR0563,2023-12-29,INS001,135,123,12,Electrical Failure,Minor,50.502,Fail,16040.69
QIN006415,BAT059743,MCH0333,LIN028,FAC010,PRD0062,SUP0174,OPR0986,2026-06-21,INS081,84,74,10,Packaging Damage,Minor,50.497,Fail,47902.7
QIN006416,BAT045176,MCH0170,LIN002,FAC001,PRD0064,SUP0146,OPR0005,2023-04-07,INS026,40,36,4,Burr,Major,49.393,Fail,7942.13
QIN006417,BAT021669,MCH0492,LIN009,FAC003,PRD0008,SUP0198,OPR0661,2023-10-26,INS079,52,47,5,Dimensional Error,Minor,50.423,Fail,8239.67
QIN006418,BAT024965,MCH0390,LIN011,FAC004,PRD0139,SUP0088,OPR0405,2024-09-28,INS075,242,221,21,Porosity,Major,49.769,Fail,21431.47
QIN006419,BAT038066,MCH0530,LIN014,FAC005,PRD0016,SUP0177,OPR0033,2023-03-19,INS056,68,59,9,Burr,Minor,50.739,Fail,23362.85
QIN006420,BAT008606,MCH0275,LIN008,FAC003,PRD0112,SUP0208,OPR0914,2026-05-11,INS009,200,174,26,Electrical Failure,Major,51.231,Fail,3170.96
QIN006421,BAT027937,MCH0110,LIN002,FAC001,PRD0104,SUP0035,OPR0802,2025-01-03,INS054,248,211,37,Surface Crack,Minor,49.386,Fail,14160.97
QIN006422,BAT059883,MCH0101,LIN022,FAC008,PRD0049,SUP0015,OPR0130,2025-07-08,INS016,66,61,5,Burr,Minor,50.157,Fail,11411.53
QIN006423,BAT016175,MCH0371,LIN005,FAC002,PRD0134,SUP0049,OPR0067,2023-12-06,INS034,75,70,5,Surface Crack,Minor,50.108,Fail,13496.94
QIN006424,BAT055176,MCH0435,LIN027,FAC009,PRD0150,SUP0201,OPR0029,2023-07-16,INS021,190,171,19,Burr,Minor,50.405,Fail,11139.44
QIN006425,BAT041929,MCH0416,LIN002,FAC001,PRD0121,SUP0206,OPR0310,2025-12-20,INS063,131,117,14,Dimensional Error,Minor,50.587,Fail,11797.47
QIN006426,BAT055927,MCH0448,LIN016,FAC006,PRD0011,SUP0200,OPR0057,2024-11-07,INS005,103,90,13,Surface Crack,Minor,50.121,Fail,40940.49
QIN006427,BAT036822,MCH0412,LIN021,FAC007,PRD0015,SUP0154,OPR0559,2025-06-18,INS031,140,121,19,Surface Crack,Critical,48.963,Fail,10489.88
QIN006428,BAT010595,MCH0477,LIN007,FAC003,PRD0106,SUP0106,OPR0398,2025-03-19,INS058,163,145,18,Porosity,Minor,51.504,Fail,12317.51
QIN006429,BAT008375,MCH0158,LIN027,FAC009,PRD0009,SUP0056,OPR0364,2025-12-27,INS038,60,52,8,Packaging Damage,Minor,49.858,Fail,21699.98
QIN006430,BAT054541,MCH0548,LIN011,FAC004,PRD0054,SUP0156,OPR0572,2023-02-07,INS078,166,148,18,Surface Crack,Minor,50.039,Fail,3638.46
QIN006431,BAT014115,MCH0144,LIN010,FAC004,PRD0021,SUP0089,OPR0838,2025-11-25,INS059,124,105,19,Porosity,Minor,50.03,Fail,4749.88
QIN006432,BAT013233,MCH0283,LIN027,FAC009,PRD0005,SUP0166,OPR0448,2023-11-07,INS070,148,125,23,Misalignment,Minor,49.823,Fail,77525.28
QIN006433,BAT029054,MCH0093,LIN027,FAC009,PRD0070,SUP0146,OPR0200,2025-09-04,INS069,82,75,7,Surface Crack,Critical,49.733,Fail,435.16
QIN006434,BAT018391,MCH0521,LIN019,FAC007,PRD0033,SUP0053,OPR0557,2025-09-21,INS064,102,91,11,Discoloration,Minor,49.316,Fail,4500.95
QIN006435,BAT004272,MCH0051,LIN011,FAC004,PRD0036,SUP0002,OPR0311,2025-07-14,INS076,175,151,24,Misalignment,Minor,49.438,Fail,4446.47
QIN006436,BAT042576,MCH0512,LIN030,FAC010,PRD0122,SUP0199,OPR0042,2023-05-03,INS073,125,119,6,Packaging Damage,Minor,49.974,Pass,1450.03
QIN006437,BAT033902,MCH0331,LIN012,FAC004,PRD0125,SUP0162,OPR0145,2023-04-05,INS023,83,77,6,Discoloration,Minor,48.109,Fail,5464.97
QIN006438,BAT004200,MCH0430,LIN016,FAC006,PRD0005,SUP0166,OPR0783,2024-02-10,INS084,90,74,16,Packaging Damage,Major,49.117,Fail,31364.37
QIN006439,BAT055383,MCH0398,LIN029,FAC010,PRD0002,SUP0183,OPR0056,2025-07-04,INS089,247,221,26,Discoloration,Minor,51.208,Fail,27454.55
QIN006440,BAT009496,MCH0401,LIN015,FAC005,PRD0098,SUP0016,OPR0011,2023-06-11,INS018,31,27,4,Surface Crack,Minor,50.928,Fail,44041.31
QIN006441,BAT036258,MCH0403,LIN002,FAC001,PRD0107,SUP0194,OPR0544,2023-01-31,INS061,80,73,7,Porosity,Minor,51.091,Fail,2647.98
QIN006442,BAT052696,MCH0395,LIN004,FAC002,PRD0096,SUP0028,OPR0525,2023-10-26,INS074,97,85,12,Dimensional Error,Major,49.451,Fail,38230.46
QIN006443,BAT025929,MCH0001,LIN020,FAC007,PRD0103,SUP0033,OPR0022,2026-03-22,INS017,234,221,13,Porosity,Major,50.648,Fail,24459.63
QIN006444,BAT013734,MCH0037,LIN022,FAC008,PRD0001,SUP0143,OPR0734,2023-05-27,INS048,239,221,18,Dimensional Error,Minor,49.785,Fail,25703.27
QIN006445,BAT023761,MCH0061,LIN026,FAC009,PRD0068,SUP0178,OPR0669,2023-08-21,INS086,49,46,3,Dimensional Error,Minor,49.022,Fail,43689.46
QIN006446,BAT044479,MCH0594,LIN016,FAC006,PRD0123,SUP0009,OPR0569,2026-02-22,INS001,174,151,23,Discoloration,Minor,48.692,Fail,452.46
QIN006447,BAT037400,MCH0405,LIN026,FAC009,PRD0051,SUP0137,OPR0807,2026-05-04,INS054,147,131,16,Electrical Failure,Minor,50.083,Fail,9729.45
QIN006448,BAT002819,MCH0586,LIN014,FAC005,PRD0035,SUP0182,OPR0591,2023-06-19,INS031,76,71,5,Electrical Failure,Minor,49.767,Fail,16969.34
QIN006449,BAT035695,MCH0559,LIN019,FAC007,PRD0060,SUP0033,OPR0454,2024-02-22,INS011,173,150,23,Packaging Damage,Minor,50.194,Fail,3519.78
QIN006450,BAT031388,MCH0406,LIN002,FAC001,PRD0117,SUP0115,OPR0350,2023-07-02,INS086,86,77,9,Electrical Failure,Minor,50.194,Fail,11372.16
QIN006451,BAT005981,MCH0587,LIN024,FAC008,PRD0121,SUP0206,OPR0794,2026-03-21,INS044,164,158,6,Porosity,Minor,49.831,Pass,1620.01
QIN006452,BAT059001,MCH0185,LIN018,FAC006,PRD0144,SUP0057,OPR0888,2026-01-30,INS067,133,117,16,Surface Crack,Minor,50.065,Fail,29205.64
QIN006453,BAT013623,MCH0592,LIN023,FAC008,PRD0040,SUP0160,OPR0199,2025-11-10,INS003,78,68,10,Dimensional Error,Critical,49.369,Fail,27869.54
QIN006454,BAT005151,MCH0174,LIN023,FAC008,PRD0117,SUP0115,OPR0729,2023-10-29,INS052,195,191,4,Discoloration,Critical,49.274,Fail,246.11
QIN006455,BAT050933,MCH0082,LIN027,FAC009,PRD0093,SUP0192,OPR0288,2024-01-16,INS001,249,211,38,Dimensional Error,Major,50.522,Fail,17654.91
QIN006456,BAT008133,MCH0053,LIN007,FAC003,PRD0094,SUP0110,OPR0317,2025-04-15,INS019,180,168,12,Discoloration,Minor,48.066,Fail,1841.34
QIN006457,BAT054616,MCH0578,LIN030,FAC010,PRD0077,SUP0057,OPR0254,2024-12-09,INS008,62,51,11,Surface Crack,Minor,50.104,Fail,101838.09
QIN006458,BAT035955,MCH0317,LIN021,FAC007,PRD0100,SUP0119,OPR0019,2026-02-15,INS079,215,183,32,Burr,Minor,50.269,Fail,19844.43
QIN006459,BAT033645,MCH0419,LIN008,FAC003,PRD0091,SUP0041,OPR0685,2025-03-05,INS082,226,202,24,Porosity,Major,50.527,Fail,17162.61
QIN006460,BAT050314,MCH0010,LIN011,FAC004,PRD0008,SUP0198,OPR0823,2023-01-13,INS026,83,77,6,Surface Crack,Minor,49.693,Fail,2835.3
QIN006461,BAT019415,MCH0202,LIN009,FAC003,PRD0077,SUP0057,OPR0196,2023-06-21,INS079,50,44,6,Discoloration,Minor,49.029,Fail,18923.63
QIN006462,BAT023959,MCH0542,LIN004,FAC002,PRD0086,SUP0082,OPR0607,2023-11-26,INS051,223,202,21,Discoloration,Major,49.609,Fail,4900.9
QIN006463,BAT036676,MCH0313,LIN018,FAC006,PRD0014,SUP0083,OPR0037,2025-06-03,INS022,83,80,3,Electrical Failure,Critical,49.24,Fail,945.26
QIN006464,BAT059116,MCH0225,LIN006,FAC002,PRD0034,SUP0123,OPR0337,2023-04-08,INS080,174,158,16,Misalignment,Major,50.673,Fail,9083.77
QIN006465,BAT023488,MCH0023,LIN005,FAC002,PRD0044,SUP0171,OPR0030,2024-01-12,INS074,111,102,9,Dimensional Error,Critical,49.268,Fail,12868.81
QIN006466,BAT031731,MCH0595,LIN028,FAC010,PRD0101,SUP0064,OPR0649,2025-02-22,INS012,234,223,11,Porosity,Minor,50.305,Pass,2738.09
QIN006467,BAT052747,MCH0455,LIN030,FAC010,PRD0132,SUP0006,OPR0489,2024-09-18,INS081,164,144,20,Discoloration,Major,50.653,Fail,33707.57
QIN006468,BAT057833,MCH0238,LIN007,FAC003,PRD0128,SUP0199,OPR0338,2023-09-13,INS016,39,38,1,Electrical Failure,Minor,50.08,Pass,4231.77
QIN006469,BAT009619,MCH0162,LIN014,FAC005,PRD0086,SUP0082,OPR0150,2024-09-02,INS001,39,34,5,Surface Crack,Minor,50.482,Fail,10035.34
QIN006470,BAT000212,MCH0210,LIN004,FAC002,PRD0004,SUP0073,OPR0911,2025-05-12,INS079,88,79,9,Surface Crack,Minor,51.677,Fail,4384.79
QIN006471,BAT042815,MCH0318,LIN006,FAC002,PRD0149,SUP0181,OPR0180,2025-08-08,INS041,68,61,7,Dimensional Error,Minor,49.998,Fail,16471.01
QIN006472,BAT054506,MCH0171,LIN006,FAC002,PRD0127,SUP0209,OPR0050,2023-02-10,INS011,70,69,1,Surface Crack,Major,49.881,Pass,1832.05
QIN006473,BAT012730,MCH0275,LIN008,FAC003,PRD0054,SUP0156,OPR0897,2024-08-01,INS042,172,161,11,Misalignment,Major,48.928,Fail,4825.7
QIN006474,BAT029289,MCH0051,LIN011,FAC004,PRD0100,SUP0119,OPR0415,2024-12-14,INS016,222,207,15,Porosity,Minor,49.833,Fail,16703.59
QIN006475,BAT003818,MCH0385,LIN006,FAC002,PRD0088,SUP0146,OPR0334,2023-03-18,INS088,234,208,26,Dimensional Error,Minor,51.204,Fail,40263.14
QIN006476,BAT027703,MCH0063,LIN013,FAC005,PRD0109,SUP0064,OPR0566,2023-10-19,INS002,175,163,12,Surface Crack,Major,50.588,Fail,1442.96
QIN006477,BAT055595,MCH0031,LIN010,FAC004,PRD0025,SUP0074,OPR0594,2024-05-05,INS082,125,108,17,Surface Crack,Major,49.563,Fail,27366.25
QIN006478,BAT008981,MCH0428,LIN011,FAC004,PRD0085,SUP0095,OPR0297,2024-06-30,INS009,227,202,25,Discoloration,Major,49.312,Fail,8876.94
QIN006479,BAT007583,MCH0508,LIN010,FAC004,PRD0088,SUP0146,OPR0902,2025-08-19,INS073,111,103,8,Surface Crack,Major,47.977,Fail,3749.08
QIN006480,BAT057515,MCH0151,LIN020,FAC007,PRD0041,SUP0015,OPR0692,2023-06-12,INS067,69,61,8,Dimensional Error,Minor,49.935,Fail,15056.35
QIN006481,BAT014809,MCH0500,LIN025,FAC009,PRD0067,SUP0038,OPR0895,2025-07-13,INS081,164,140,24,Porosity,Critical,50.971,Fail,10066.11
QIN006482,BAT058694,MCH0096,LIN010,FAC004,PRD0022,SUP0149,OPR0027,2025-12-18,INS082,122,116,6,Discoloration,Major,49.9,Pass,1258.19
QIN006483,BAT038961,MCH0185,LIN018,FAC006,PRD0146,SUP0045,OPR0382,2025-07-15,INS005,249,234,15,Packaging Damage,Minor,50.092,Fail,1610.99
QIN006484,BAT050694,MCH0368,LIN016,FAC006,PRD0146,SUP0045,OPR0131,2024-04-12,INS041,58,52,6,Porosity,Critical,50.868,Fail,14877.28
QIN006485,BAT015152,MCH0039,LIN009,FAC003,PRD0078,SUP0141,OPR0642,2024-09-22,INS036,114,104,10,Electrical Failure,Major,50.767,Fail,9909.74
QIN006486,BAT038101,MCH0287,LIN017,FAC006,PRD0137,SUP0024,OPR0014,2023-04-23,INS003,184,168,16,Discoloration,Major,51.539,Fail,4545.57
QIN006487,BAT052902,MCH0187,LIN006,FAC002,PRD0001,SUP0143,OPR0683,2024-12-23,INS074,231,210,21,Packaging Damage,Major,50.424,Fail,33171.3
QIN006488,BAT035031,MCH0374,LIN013,FAC005,PRD0084,SUP0143,OPR0357,2024-07-25,INS035,73,69,4,Dimensional Error,Minor,50.545,Fail,5178.7
QIN006489,BAT039719,MCH0022,LIN024,FAC008,PRD0032,SUP0022,OPR0078,2023-12-22,INS087,82,72,10,Misalignment,Major,50.662,Fail,1783.31
QIN006490,BAT058270,MCH0391,LIN007,FAC003,PRD0123,SUP0009,OPR0408,2024-03-14,INS089,44,39,5,Discoloration,Minor,49.545,Fail,1756.82
QIN006491,BAT055695,MCH0352,LIN027,FAC009,PRD0144,SUP0057,OPR0971,2026-03-20,INS048,199,174,25,Dimensional Error,Minor,49.882,Fail,11413.74
QIN006492,BAT015801,MCH0117,LIN013,FAC005,PRD0063,SUP0068,OPR0332,2024-10-22,INS012,159,139,20,Surface Crack,Minor,49.949,Fail,41342.58
QIN006493,BAT048725,MCH0397,LIN010,FAC004,PRD0109,SUP0064,OPR0205,2024-09-10,INS088,61,58,3,Misalignment,Major,49.999,Pass,401.12
QIN006494,BAT042801,MCH0342,LIN026,FAC009,PRD0149,SUP0181,OPR0703,2023-03-09,INS029,57,52,5,Porosity,Minor,50.58,Fail,6169.0
QIN006495,BAT007396,MCH0069,LIN018,FAC006,PRD0105,SUP0005,OPR0339,2025-07-05,INS023,41,36,5,Dimensional Error,Major,50.749,Fail,21229.89
QIN006496,BAT031806,MCH0424,LIN022,FAC008,PRD0102,SUP0052,OPR0468,2026-02-20,INS062,201,190,11,Surface Crack,Minor,49.623,Fail,709.57
QIN006497,BAT055508,MCH0025,LIN017,FAC006,PRD0017,SUP0166,OPR0870,2024-08-22,INS005,90,80,10,Misalignment,Minor,48.608,Fail,16626.05
QIN006498,BAT027612,MCH0151,LIN020,FAC007,PRD0026,SUP0022,OPR0710,2024-05-25,INS030,141,126,15,Misalignment,Minor,49.718,Fail,13337.01
QIN006499,BAT022825,MCH0195,LIN014,FAC005,PRD0121,SUP0206,OPR0170,2025-07-29,INS034,152,129,23,Packaging Damage,Major,49.487,Fail,12804.38
QIN006500,BAT030147,MCH0190,LIN002,FAC001,PRD0105,SUP0005,OPR0016,2023-09-05,INS015,161,154,7,Misalignment,Major,49.987,Pass,7961.93
QIN006501,BAT048303,MCH0391,LIN007,FAC003,PRD0067,SUP0038,OPR0418,2025-05-07,INS054,243,215,28,Dimensional Error,Major,49.89,Fail,13387.3
QIN006502,BAT013609,MCH0224,LIN018,FAC006,PRD0132,SUP0006,OPR0220,2026-06-08,INS006,141,130,11,Electrical Failure,Major,49.997,Fail,14741.61
QIN006503,BAT005339,MCH0454,LIN022,FAC008,PRD0112,SUP0208,OPR0697,2024-02-01,INS066,180,153,27,Burr,Minor,49.919,Fail,4889.6
QIN006504,BAT051663,MCH0437,LIN015,FAC005,PRD0088,SUP0146,OPR0714,2025-08-30,INS037,197,181,16,Electrical Failure,Minor,49.956,Fail,7812.25
QIN006505,BAT008418,MCH0378,LIN025,FAC009,PRD0019,SUP0048,OPR0732,2024-06-20,INS019,169,152,17,Burr,Major,49.141,Fail,19298.82
QIN006506,BAT045251,MCH0052,LIN006,FAC002,PRD0047,SUP0164,OPR0956,2023-10-08,INS039,165,145,20,Burr,Minor,49.976,Fail,42455.76
QIN006507,BAT036808,MCH0262,LIN021,FAC007,PRD0125,SUP0162,OPR0449,2024-07-02,INS043,36,36,0,No Defect,,49.815,Pass,0.0
QIN006508,BAT045286,MCH0425,LIN014,FAC005,PRD0009,SUP0056,OPR0483,2024-09-22,INS086,49,45,4,Dimensional Error,Minor,50.702,Fail,8354.69
QIN006509,BAT041721,MCH0025,LIN017,FAC006,PRD0010,SUP0035,OPR0472,2026-05-18,INS025,202,174,28,Surface Crack,Critical,49.336,Fail,17879.98
QIN006510,BAT043258,MCH0555,LIN021,FAC007,PRD0029,SUP0108,OPR0690,2026-01-09,INS013,201,185,16,Dimensional Error,Major,50.528,Fail,1195.03
QIN006511,BAT026638,MCH0055,LIN029,FAC010,PRD0096,SUP0028,OPR0791,2024-10-03,INS035,144,139,5,Electrical Failure,Major,49.813,Pass,2835.54
QIN006512,BAT008024,MCH0474,LIN003,FAC001,PRD0109,SUP0064,OPR0163,2025-11-18,INS032,215,199,16,Misalignment,Minor,50.511,Fail,921.82
QIN006513,BAT057121,MCH0552,LIN012,FAC004,PRD0044,SUP0171,OPR0125,2025-01-22,INS034,130,116,14,Misalignment,Minor,50.473,Fail,34995.06
QIN006514,BAT013516,MCH0277,LIN001,FAC001,PRD0112,SUP0208,OPR0114,2025-09-05,INS077,97,78,19,Surface Crack,Minor,49.054,Fail,2202.87
QIN006515,BAT000411,MCH0211,LIN018,FAC006,PRD0072,SUP0059,OPR0116,2023-06-29,INS036,192,176,16,Porosity,Major,50.787,Fail,5366.29
QIN006516,BAT002816,MCH0115,LIN002,FAC001,PRD0074,SUP0094,OPR0590,2024-01-19,INS055,166,153,13,Porosity,Major,49.52,Fail,12646.79
QIN006517,BAT032559,MCH0597,LIN012,FAC004,PRD0061,SUP0109,OPR0823,2023-05-10,INS090,179,166,13,Packaging Damage,Minor,50.244,Fail,8243.63
QIN006518,BAT036716,MCH0270,LIN013,FAC005,PRD0088,SUP0146,OPR0845,2026-01-01,INS083,110,99,11,Dimensional Error,Critical,49.507,Fail,21400.52
QIN006519,BAT029864,MCH0185,LIN018,FAC006,PRD0107,SUP0194,OPR0337,2024-09-14,INS084,118,103,15,Surface Crack,Major,50.181,Fail,41542.19
QIN006520,BAT049807,MCH0262,LIN021,FAC007,PRD0035,SUP0182,OPR0706,2026-01-21,INS064,66,63,3,Packaging Damage,Minor,50.014,Pass,6339.5
QIN006521,BAT051537,MCH0312,LIN015,FAC005,PRD0016,SUP0177,OPR0459,2025-11-22,INS026,194,186,8,Burr,Minor,50.076,Pass,1661.59
QIN006522,BAT008519,MCH0242,LIN001,FAC001,PRD0006,SUP0088,OPR0489,2025-05-16,INS053,168,158,10,Electrical Failure,Critical,49.386,Fail,2520.58
QIN006523,BAT028386,MCH0003,LIN025,FAC009,PRD0042,SUP0179,OPR0023,2024-11-24,INS004,131,121,10,Burr,Minor,50.685,Fail,13076.78
QIN006524,BAT021359,MCH0130,LIN020,FAC007,PRD0114,SUP0175,OPR0305,2025-10-23,INS079,183,173,10,Packaging Damage,Major,50.396,Fail,3620.53
QIN006525,BAT009073,MCH0306,LIN010,FAC004,PRD0131,SUP0087,OPR0491,2023-10-01,INS073,164,156,8,Packaging Damage,Critical,49.157,Fail,3886.13
QIN006526,BAT026506,MCH0106,LIN018,FAC006,PRD0120,SUP0092,OPR0146,2024-02-19,INS026,160,139,21,Porosity,Minor,50.098,Fail,26318.35
QIN006527,BAT002809,MCH0402,LIN028,FAC010,PRD0109,SUP0064,OPR0001,2023-01-28,INS043,43,39,4,Packaging Damage,Minor,49.896,Fail,2495.33
QIN006528,BAT005843,MCH0474,LIN003,FAC001,PRD0085,SUP0095,OPR0228,2025-02-16,INS029,187,171,16,Misalignment,Critical,48.874,Fail,5698.72
QIN006529,BAT002050,MCH0225,LIN006,FAC002,PRD0102,SUP0052,OPR0305,2024-02-08,INS018,94,91,3,Misalignment,Minor,50.074,Pass,1092.95
QIN006530,BAT006498,MCH0307,LIN024,FAC008,PRD0150,SUP0201,OPR0298,2026-04-14,INS072,227,195,32,Porosity,Minor,52.685,Fail,8667.03
QIN006531,BAT045054,MCH0462,LIN016,FAC006,PRD0050,SUP0014,OPR0842,2024-09-24,INS030,232,211,21,Surface Crack,Minor,48.797,Fail,31683.21
QIN006532,BAT027356,MCH0064,LIN025,FAC009,PRD0009,SUP0056,OPR0248,2023-02-26,INS056,175,151,24,Burr,Major,50.801,Fail,36363.35
QIN006533,BAT018898,MCH0565,LIN024,FAC008,PRD0032,SUP0022,OPR0999,2024-11-13,INS043,154,141,13,Misalignment,Critical,50.119,Fail,526.67
QIN006534,BAT022101,MCH0108,LIN027,FAC009,PRD0055,SUP0155,OPR0680,2025-03-17,INS006,197,173,24,Surface Crack,Minor,51.234,Fail,44218.95
QIN006535,BAT038623,MCH0400,LIN002,FAC001,PRD0081,SUP0208,OPR0074,2026-05-31,INS060,94,90,4,Electrical Failure,Critical,49.436,Fail,588.23
