work_order_id,machine_id,line_id,factory_id,linked_failure_event_id,scheduled_timestamp,completion_timestamp,maintenance_type,maintenance_reason,action_taken,maintenance_downtime_hours,parts_cost_inr,labor_cost_inr,total_maintenance_cost_inr,technician_id,work_order_status
MWO003137,MCH0574,LIN029,FAC010,,2023-05-29 09:04:59,2023-05-29 14:36:47,Corrective,Scheduled Service,Alignment,5.53,12417.0,9993.32,22410.32,TECH049,Completed
MWO003138,MCH0006,LIN013,FAC005,,2023-01-13 03:31:55,2023-01-13 06:50:31,Preventive,Tool Wear,Electrical Repair,3.31,6062.76,5891.37,11954.13,TECH128,Completed
MWO003139,MCH0459,LIN006,FAC002,,2025-05-21 21:50:10,2025-05-22 07:00:58,Predictive,Rising Temperature,Lubrication,9.18,12761.34,16502.81,29264.15,TECH086,Completed
MWO003140,MCH0274,LIN024,FAC008,,2024-03-10 20:44:13,2024-03-11 02:50:13,Preventive,Tool Wear,Calibration,6.1,5036.4,12842.61,17879.01,TECH136,Completed
MWO003141,MCH0397,LIN010,FAC004,,2025-04-09 21:12:29,2025-04-10 05:03:29,Preventive,High Vibration,Alignment,7.85,1211.56,15705.67,16917.23,TECH023,Completed
MWO003142,MCH0228,LIN011,FAC004,,2023-09-08 18:48:12,2023-09-08 21:27:48,Corrective,Scheduled Service,Inspection,2.66,9527.02,4874.81,14401.83,TECH070,Cancelled
MWO003143,MCH0318,LIN006,FAC002,,2023-01-13 19:38:53,2023-01-13 23:01:05,Preventive,Scheduled Service,Replace Component,3.37,3687.71,3326.59,7014.3,TECH022,Completed
MWO003144,MCH0582,LIN013,FAC005,,2025-12-23 07:11:51,2025-12-23 09:42:27,Preventive,Scheduled Service,Alignment,2.51,24411.55,2521.77,26933.32,TECH073,Completed
MWO003145,MCH0455,LIN030,FAC010,,2023-12-29 22:42:23,2023-12-29 23:32:47,Predictive,Tool Wear,Electrical Repair,0.84,38690.07,1229.32,39919.39,TECH120,Completed
MWO003146,MCH0334,LIN018,FAC006,,2026-06-25 13:00:16,2026-06-25 15:51:16,Preventive,Scheduled Service,Replace Component,2.85,18128.9,2808.35,20937.25,TECH056,Completed
MWO003147,MCH0382,LIN018,FAC006,,2024-03-12 19:52:40,2024-03-12 20:47:16,Corrective,High Vibration,Replace Component,0.91,6113.03,1733.69,7846.72,TECH042,Completed
MWO003148,MCH0096,LIN010,FAC004,,2023-11-14 10:30:11,2023-11-14 19:09:11,Preventive,Scheduled Service,Calibration,8.65,20868.58,17312.22,38180.8,TECH140,Completed
MWO003149,MCH0505,LIN023,FAC008,,2023-09-12 21:34:25,2023-09-13 05:30:13,Predictive,Tool Wear,Calibration,7.93,14427.23,11625.24,26052.47,TECH051,Completed
MWO003150,MCH0382,LIN018,FAC006,,2023-11-12 00:18:59,2023-11-12 05:02:11,Preventive,Rising Temperature,Replace Component,4.72,10247.31,10728.39,20975.7,TECH074,Completed
MWO003151,MCH0543,LIN019,FAC007,,2023-08-14 12:35:12,2023-08-14 17:36:24,Preventive,Scheduled Service,Electrical Repair,5.02,7236.1,6253.78,13489.88,TECH098,Completed
MWO003152,MCH0423,LIN009,FAC003,,2023-08-01 18:33:15,2023-08-02 02:29:03,Predictive,Rising Temperature,Calibration,7.93,14734.57,17389.74,32124.31,TECH049,Completed
MWO003153,MCH0034,LIN007,FAC003,,2025-04-01 09:21:49,2025-04-01 11:15:13,Preventive,Oil Degradation,Lubrication,1.89,7377.1,2698.5,10075.6,TECH129,Completed
MWO003154,MCH0116,LIN010,FAC004,,2026-01-24 02:25:27,2026-01-24 08:07:27,Corrective,Rising Temperature,Alignment,5.7,1134.43,13652.6,14787.03,TECH127,In Progress
MWO003155,MCH0425,LIN014,FAC005,,2024-07-04 11:46:22,2024-07-04 13:03:46,Predictive,Tool Wear,Inspection,1.29,3057.67,1565.65,4623.32,TECH054,Completed
MWO003156,MCH0526,LIN028,FAC010,,2023-10-27 14:47:30,2023-10-27 18:19:54,Predictive,Calibration Due,Electrical Repair,3.54,9437.09,7749.35,17186.44,TECH015,Completed
MWO003157,MCH0126,LIN009,FAC003,,2026-06-08 16:27:45,2026-06-08 17:16:21,Preventive,Rising Temperature,Lubrication,0.81,6947.02,1038.13,7985.15,TECH082,Completed
MWO003158,MCH0517,LIN005,FAC002,,2025-01-27 19:53:22,2025-01-28 03:38:58,Preventive,Tool Wear,Lubrication,7.76,26107.84,9847.4,35955.24,TECH128,Completed
MWO003159,MCH0014,LIN029,FAC010,,2024-02-21 00:23:27,2024-02-21 01:15:39,Preventive,Calibration Due,Lubrication,0.87,4910.25,1572.3,6482.55,TECH131,Completed
MWO003160,MCH0047,LIN026,FAC009,,2023-06-19 02:23:33,2023-06-19 03:34:57,Preventive,Scheduled Service,Lubrication,1.19,12993.38,2065.59,15058.97,TECH038,Completed
MWO003161,MCH0294,LIN006,FAC002,,2023-01-11 17:14:54,2023-01-11 19:47:18,Preventive,High Vibration,Inspection,2.54,2351.49,5273.94,7625.43,TECH042,In Progress
MWO003162,MCH0091,LIN024,FAC008,,2026-04-05 04:13:42,2026-04-05 06:57:30,Preventive,Rising Temperature,Calibration,2.73,17585.7,3483.98,21069.68,TECH135,Cancelled
MWO003163,MCH0142,LIN023,FAC008,,2024-05-10 00:16:03,2024-05-10 01:29:51,Preventive,High Vibration,Inspection,1.23,23051.5,2751.42,25802.92,TECH132,Completed
MWO003164,MCH0534,LIN027,FAC009,,2024-04-10 01:48:53,2024-04-10 03:38:41,Preventive,Rising Temperature,Electrical Repair,1.83,49266.31,3779.82,53046.13,TECH001,Completed
MWO003165,MCH0258,LIN026,FAC009,,2024-07-16 23:39:55,2024-07-17 01:57:55,Predictive,Tool Wear,Inspection,2.3,13570.35,4169.36,17739.71,TECH050,Completed
MWO003166,MCH0161,LIN008,FAC003,,2023-06-17 18:56:48,2023-06-17 21:20:12,Corrective,Calibration Due,Electrical Repair,2.39,7475.91,4024.92,11500.83,TECH137,Completed
MWO003167,MCH0281,LIN027,FAC009,,2024-07-10 22:27:06,2024-07-10 23:45:42,Preventive,Scheduled Service,Electrical Repair,1.31,14132.9,2445.62,16578.52,TECH014,Completed
MWO003168,MCH0014,LIN029,FAC010,,2026-04-04 19:58:56,2026-04-04 23:39:08,Preventive,Oil Degradation,Inspection,3.67,11932.31,7254.33,19186.64,TECH009,Completed
MWO003169,MCH0525,LIN017,FAC006,,2024-08-26 06:15:41,2024-08-26 16:36:41,Preventive,Rising Temperature,Replace Component,10.35,30599.69,11858.87,42458.56,TECH086,In Progress
MWO003170,MCH0348,LIN017,FAC006,,2026-02-13 11:53:08,2026-02-13 14:04:32,Preventive,Tool Wear,Replace Component,2.19,6357.39,3588.04,9945.43,TECH065,Completed
MWO003171,MCH0071,LIN024,FAC008,,2025-05-19 02:21:55,2025-05-19 04:20:43,Predictive,Rising Temperature,Replace Component,1.98,1566.77,3450.87,5017.64,TECH078,Completed
MWO003172,MCH0534,LIN027,FAC009,,2026-02-14 23:59:41,2026-02-15 00:34:29,Preventive,Calibration Due,Inspection,0.58,20314.45,1238.62,21553.07,TECH047,Completed
MWO003173,MCH0451,LIN013,FAC005,,2024-04-04 00:06:52,2024-04-04 04:31:28,Corrective,High Vibration,Alignment,4.41,26720.24,10441.85,37162.09,TECH123,Completed
MWO003174,MCH0115,LIN002,FAC001,,2024-09-23 01:57:22,2024-09-23 07:54:58,Preventive,Oil Degradation,Inspection,5.96,5181.38,8223.49,13404.87,TECH037,Completed
MWO003175,MCH0103,LIN030,FAC010,,2026-04-23 10:37:44,2026-04-23 11:08:20,Preventive,Oil Degradation,Electrical Repair,0.51,14913.47,1063.22,15976.69,TECH034,Completed
MWO003176,MCH0401,LIN015,FAC005,,2026-01-09 14:17:21,2026-01-09 17:40:45,Predictive,High Vibration,Replace Component,3.39,24826.47,6636.54,31463.01,TECH093,Completed
MWO003177,MCH0273,LIN002,FAC001,,2024-02-06 23:51:14,2024-02-07 02:33:14,Preventive,High Vibration,Calibration,2.7,16584.41,4454.81,21039.22,TECH022,Completed
MWO003178,MCH0116,LIN010,FAC004,,2023-04-18 20:02:59,2023-04-18 22:39:35,Predictive,Oil Degradation,Calibration,2.61,26446.37,4917.7,31364.07,TECH084,Completed
MWO003179,MCH0265,LIN011,FAC004,,2024-06-18 12:24:07,2024-06-18 17:52:19,Preventive,Oil Degradation,Calibration,5.47,22060.94,13118.5,35179.44,TECH034,Completed
MWO003180,MCH0575,LIN008,FAC003,,2025-12-14 20:33:26,2025-12-14 22:17:50,Corrective,Calibration Due,Electrical Repair,1.74,19249.92,1716.48,20966.4,TECH081,Completed
MWO003181,MCH0156,LIN017,FAC006,,2025-02-26 12:40:16,2025-02-26 21:51:40,Preventive,High Vibration,Lubrication,9.19,13243.7,11453.3,24697.0,TECH009,Completed
MWO003182,MCH0017,LIN015,FAC005,,2025-06-05 02:28:02,2025-06-05 03:52:38,Predictive,Calibration Due,Inspection,1.41,20418.06,2053.38,22471.44,TECH099,Completed
MWO003183,MCH0496,LIN024,FAC008,,2026-06-25 07:40:11,2026-06-25 10:44:59,Predictive,Calibration Due,Replace Component,3.08,51067.05,4862.26,55929.31,TECH019,Completed
MWO003184,MCH0381,LIN011,FAC004,,2023-02-21 06:29:26,2023-02-21 08:48:38,Preventive,High Vibration,Lubrication,2.32,8649.53,3097.96,11747.49,TECH081,Cancelled
MWO003185,MCH0104,LIN004,FAC002,,2023-12-10 10:01:51,2023-12-10 17:16:51,Preventive,Oil Degradation,Lubrication,7.25,23186.69,15211.2,38397.89,TECH064,Completed
MWO003186,MCH0247,LIN026,FAC009,,2023-08-27 18:38:43,2023-08-27 20:29:07,Preventive,High Vibration,Electrical Repair,1.84,15350.59,4016.3,19366.89,TECH096,Completed
MWO003187,MCH0098,LIN002,FAC001,,2026-03-18 03:45:25,2026-03-18 06:54:25,Predictive,Tool Wear,Inspection,3.15,41858.93,6874.73,48733.66,TECH009,Completed
MWO003188,MCH0272,LIN002,FAC001,,2023-10-17 23:02:07,2023-10-17 23:39:19,Predictive,Tool Wear,Inspection,0.62,15956.03,1336.1,17292.13,TECH032,Completed
MWO003189,MCH0306,LIN010,FAC004,,2024-01-25 10:40:47,2024-01-25 12:51:35,Preventive,Tool Wear,Replace Component,2.18,8190.63,2435.97,10626.6,TECH081,Completed
MWO003190,MCH0293,LIN023,FAC008,,2023-12-01 15:05:01,2023-12-01 19:59:37,Preventive,Tool Wear,Calibration,4.91,34267.88,4980.31,39248.19,TECH133,In Progress
MWO003191,MCH0243,LIN001,FAC001,,2024-06-13 03:50:40,2024-06-13 06:38:04,Predictive,Tool Wear,Replace Component,2.79,15119.48,4028.32,19147.8,TECH055,In Progress
MWO003192,MCH0042,LIN016,FAC006,,2026-04-10 17:17:28,2026-04-10 20:21:40,Corrective,Calibration Due,Electrical Repair,3.07,15114.13,2948.29,18062.42,TECH035,Completed
MWO003193,MCH0542,LIN004,FAC002,,2023-02-05 04:59:20,2023-02-05 07:07:44,Preventive,Scheduled Service,Lubrication,2.14,59312.55,2813.15,62125.7,TECH093,Completed
MWO003194,MCH0553,LIN013,FAC005,,2024-03-25 07:51:07,2024-03-25 09:12:07,Corrective,High Vibration,Electrical Repair,1.35,25848.12,2808.54,28656.66,TECH123,Completed
MWO003195,MCH0244,LIN007,FAC003,,2023-10-13 20:04:53,2023-10-14 10:40:53,Preventive,Scheduled Service,Inspection,14.6,7846.6,30608.75,38455.35,TECH079,Completed
MWO003196,MCH0042,LIN016,FAC006,,2023-07-17 06:35:05,2023-07-18 00:14:05,Predictive,Calibration Due,Alignment,17.65,9211.05,31350.46,40561.51,TECH022,Completed
MWO003197,MCH0573,LIN004,FAC002,,2026-02-15 18:04:09,2026-02-15 18:34:09,Preventive,Calibration Due,Inspection,0.5,9527.35,561.92,10089.27,TECH037,Completed
MWO003198,MCH0390,LIN011,FAC004,,2024-12-05 13:33:17,2024-12-05 16:20:41,Preventive,Tool Wear,Calibration,2.79,7140.27,4381.9,11522.17,TECH058,In Progress
MWO003199,MCH0025,LIN017,FAC006,,2025-10-29 01:27:15,2025-10-29 02:33:51,Predictive,Rising Temperature,Replace Component,1.11,12661.93,1590.57,14252.5,TECH083,Completed
MWO003200,MCH0494,LIN001,FAC001,,2024-07-03 09:27:27,2024-07-03 11:29:15,Predictive,Oil Degradation,Replace Component,2.03,2159.38,3422.85,5582.23,TECH124,Completed
MWO003201,MCH0354,LIN005,FAC002,,2023-07-31 01:58:33,2023-07-31 11:57:57,Preventive,Tool Wear,Inspection,9.99,19112.58,13839.4,32951.98,TECH074,Completed
MWO003202,MCH0415,LIN008,FAC003,,2024-02-12 15:59:51,2024-02-12 18:15:27,Preventive,Rising Temperature,Calibration,2.26,28630.77,4949.5,33580.27,TECH072,Completed
MWO003203,MCH0112,LIN003,FAC001,,2024-05-04 12:51:07,2024-05-04 13:41:31,Preventive,Rising Temperature,Calibration,0.84,3482.33,1729.61,5211.94,TECH023,Completed
MWO003204,MCH0404,LIN007,FAC003,,2023-08-14 14:34:59,2023-08-14 16:41:35,Preventive,High Vibration,Replace Component,2.11,21331.2,3530.14,24861.34,TECH081,Completed
MWO003205,MCH0189,LIN004,FAC002,,2025-08-24 06:43:20,2025-08-24 09:11:32,Predictive,Rising Temperature,Inspection,2.47,33990.25,3166.86,37157.11,TECH112,Completed
MWO003206,MCH0306,LIN010,FAC004,,2025-11-03 03:43:24,2025-11-03 08:27:48,Preventive,Calibration Due,Inspection,4.74,35566.37,7684.49,43250.86,TECH129,Completed
MWO003207,MCH0544,LIN003,FAC001,,2025-10-12 06:38:20,2025-10-12 08:26:56,Preventive,Oil Degradation,Alignment,1.81,240.16,2153.32,2393.48,TECH019,Completed
MWO003208,MCH0023,LIN005,FAC002,,2025-05-21 05:38:30,2025-05-21 08:09:06,Preventive,Scheduled Service,Lubrication,2.51,20007.8,3725.75,23733.55,TECH066,Completed
MWO003209,MCH0590,LIN008,FAC003,,2023-06-02 20:37:29,2023-06-03 01:05:41,Preventive,Rising Temperature,Lubrication,4.47,13122.12,6954.68,20076.8,TECH042,Completed
MWO003210,MCH0327,LIN009,FAC003,,2025-09-27 13:14:46,2025-09-27 19:55:34,Preventive,Scheduled Service,Lubrication,6.68,16664.85,14560.6,31225.45,TECH071,Completed
MWO003211,MCH0405,LIN026,FAC009,,2025-12-31 12:49:26,2025-12-31 13:32:38,Predictive,Scheduled Service,Lubrication,0.72,15393.18,921.5,16314.68,TECH112,Completed
MWO003212,MCH0597,LIN012,FAC004,,2023-04-12 22:29:20,2023-04-13 01:10:08,Preventive,Calibration Due,Alignment,2.68,13706.3,3441.04,17147.34,TECH072,In Progress
MWO003213,MCH0064,LIN025,FAC009,,2025-08-27 20:44:04,2025-08-27 21:35:40,Predictive,Calibration Due,Inspection,0.86,14663.96,2063.84,16727.8,TECH072,In Progress
MWO003214,MCH0321,LIN029,FAC010,,2025-06-30 00:17:01,2025-06-30 08:21:13,Preventive,Tool Wear,Electrical Repair,8.07,15465.83,17336.58,32802.41,TECH013,Completed
MWO003215,MCH0340,LIN012,FAC004,,2025-09-02 09:50:18,2025-09-02 18:07:42,Predictive,Rising Temperature,Alignment,8.29,14546.99,12084.07,26631.06,TECH082,Completed
MWO003216,MCH0421,LIN007,FAC003,,2026-03-25 08:07:14,2026-03-25 13:40:50,Preventive,Oil Degradation,Lubrication,5.56,25726.43,10760.21,36486.64,TECH076,Completed
MWO003217,MCH0600,LIN014,FAC005,,2024-07-09 23:17:58,2024-07-10 00:16:46,Predictive,Oil Degradation,Alignment,0.98,31481.63,968.95,32450.58,TECH100,Completed
MWO003218,MCH0534,LIN027,FAC009,,2023-07-09 02:35:23,2023-07-09 04:36:35,Predictive,Calibration Due,Lubrication,2.02,8102.29,4008.41,12110.7,TECH132,Cancelled
MWO003219,MCH0106,LIN018,FAC006,,2025-12-08 00:17:33,2025-12-08 04:48:09,Preventive,Scheduled Service,Inspection,4.51,36697.1,9741.76,46438.86,TECH099,Completed
MWO003220,MCH0143,LIN020,FAC007,,2025-11-12 20:37:46,2025-11-13 01:17:58,Preventive,Oil Degradation,Replace Component,4.67,39269.72,8952.4,48222.12,TECH130,Completed
MWO003221,MCH0198,LIN003,FAC001,,2025-11-21 07:39:38,2025-11-21 18:39:02,Preventive,Calibration Due,Alignment,10.99,11815.31,17314.94,29130.25,TECH031,Completed
MWO003222,MCH0382,LIN018,FAC006,,2023-06-07 17:19:20,2023-06-08 01:06:08,Preventive,Calibration Due,Calibration,7.78,9496.63,9482.17,18978.8,TECH001,Completed
MWO003223,MCH0454,LIN022,FAC008,,2025-02-15 10:18:56,2025-02-15 18:14:08,Preventive,Scheduled Service,Calibration,7.92,15262.71,13934.74,29197.45,TECH113,Completed
MWO003224,MCH0476,LIN023,FAC008,,2024-02-15 18:18:29,2024-02-15 20:11:53,Predictive,Scheduled Service,Alignment,1.89,9767.36,2325.4,12092.76,TECH007,Completed
MWO003225,MCH0367,LIN007,FAC003,,2024-11-27 01:04:38,2024-11-27 02:58:02,Corrective,High Vibration,Alignment,1.89,31719.0,2550.04,34269.04,TECH092,Completed
MWO003226,MCH0397,LIN010,FAC004,,2023-06-12 06:51:33,2023-06-12 09:06:33,Preventive,Scheduled Service,Electrical Repair,2.25,8383.26,4139.4,12522.66,TECH074,Completed
MWO003227,MCH0350,LIN021,FAC007,,2026-01-18 10:21:20,2026-01-18 12:13:32,Predictive,Rising Temperature,Calibration,1.87,19265.02,3454.89,22719.91,TECH097,Completed
MWO003228,MCH0357,LIN029,FAC010,,2024-10-14 00:36:31,2024-10-14 01:55:43,Predictive,Oil Degradation,Electrical Repair,1.32,37446.25,2032.41,39478.66,TECH065,Completed
MWO003229,MCH0474,LIN003,FAC001,,2026-04-13 17:21:36,2026-04-13 19:18:36,Preventive,Tool Wear,Replace Component,1.95,28552.67,2759.61,31312.28,TECH026,Completed
MWO003230,MCH0140,LIN013,FAC005,,2023-10-20 06:37:34,2023-10-20 13:38:10,Preventive,Tool Wear,Electrical Repair,7.01,12339.89,11683.17,24023.06,TECH072,Completed
MWO003231,MCH0127,LIN004,FAC002,,2026-05-28 06:13:32,2026-05-28 11:32:44,Preventive,Tool Wear,Lubrication,5.32,11922.87,8318.43,20241.3,TECH086,Completed
MWO003232,MCH0455,LIN030,FAC010,,2024-05-15 00:45:52,2024-05-15 02:27:52,Preventive,Calibration Due,Electrical Repair,1.7,11881.29,1752.34,13633.63,TECH119,Completed
MWO003233,MCH0142,LIN023,FAC008,,2026-01-13 07:49:59,2026-01-13 11:57:11,Preventive,Rising Temperature,Alignment,4.12,4561.1,3929.49,8490.59,TECH138,Completed
MWO003234,MCH0058,LIN028,FAC010,,2023-01-13 21:20:18,2023-01-14 12:40:42,Preventive,Rising Temperature,Replace Component,15.34,10707.27,34212.91,44920.18,TECH080,Completed
MWO003235,MCH0285,LIN007,FAC003,,2025-01-06 23:00:47,2025-01-07 05:55:23,Preventive,Rising Temperature,Inspection,6.91,21034.75,6645.69,27680.44,TECH015,Completed
MWO003236,MCH0574,LIN029,FAC010,,2023-03-05 14:18:55,2023-03-05 15:11:07,Preventive,High Vibration,Electrical Repair,0.87,13638.61,919.6,14558.21,TECH133,Completed
MWO003237,MCH0127,LIN004,FAC002,,2023-01-29 17:35:01,2023-01-29 21:23:01,Predictive,Oil Degradation,Lubrication,3.8,5484.93,6154.55,11639.48,TECH020,In Progress
MWO003238,MCH0201,LIN006,FAC002,,2024-07-26 16:43:39,2024-07-26 19:25:03,Predictive,Scheduled Service,Electrical Repair,2.69,12917.84,3728.65,16646.49,TECH083,Completed
MWO003239,MCH0310,LIN029,FAC010,,2025-10-18 03:26:29,2025-10-18 06:38:29,Preventive,High Vibration,Lubrication,3.2,2125.65,7223.97,9349.62,TECH123,In Progress
MWO003240,MCH0359,LIN019,FAC007,,2023-08-31 02:41:55,2023-08-31 07:56:55,Predictive,Oil Degradation,Calibration,5.25,3796.11,6944.11,10740.22,TECH104,Completed
MWO003241,MCH0273,LIN002,FAC001,,2024-12-09 06:57:22,2024-12-09 11:53:10,Preventive,High Vibration,Replace Component,4.93,20093.35,9436.21,29529.56,TECH094,Completed
MWO003242,MCH0300,LIN002,FAC001,,2026-06-18 07:00:44,2026-06-18 08:12:44,Preventive,High Vibration,Lubrication,1.2,27576.71,1807.32,29384.03,TECH071,Completed
MWO003243,MCH0042,LIN016,FAC006,,2025-02-15 14:06:56,2025-02-15 14:53:08,Preventive,Rising Temperature,Alignment,0.77,22683.47,1340.6,24024.07,TECH103,Completed
MWO003244,MCH0130,LIN020,FAC007,,2023-05-04 23:37:16,2023-05-05 07:10:52,Preventive,Tool Wear,Alignment,7.56,18461.08,15197.03,33658.11,TECH061,Completed
MWO003245,MCH0306,LIN010,FAC004,,2024-06-08 09:20:13,2024-06-08 13:05:13,Predictive,Oil Degradation,Calibration,3.75,4001.04,7078.83,11079.87,TECH037,Completed
MWO003246,MCH0593,LIN019,FAC007,,2025-10-06 21:20:45,2025-10-06 21:57:57,Predictive,Tool Wear,Replace Component,0.62,23819.89,1209.47,25029.36,TECH011,Completed
MWO003247,MCH0427,LIN027,FAC009,,2026-03-02 06:03:58,2026-03-02 09:38:10,Preventive,Scheduled Service,Calibration,3.57,2606.64,7680.74,10287.38,TECH105,Completed
MWO003248,MCH0238,LIN007,FAC003,,2025-08-04 03:10:20,2025-08-04 05:07:20,Predictive,Scheduled Service,Electrical Repair,1.95,40904.14,2503.01,43407.15,TECH011,Completed
MWO003249,MCH0205,LIN030,FAC010,,2024-05-21 02:51:31,2024-05-21 04:35:19,Preventive,Scheduled Service,Calibration,1.73,18844.6,2850.83,21695.43,TECH113,Completed
MWO003250,MCH0078,LIN001,FAC001,,2025-03-23 06:19:59,2025-03-23 09:22:59,Corrective,Scheduled Service,Replace Component,3.05,10036.65,6916.84,16953.49,TECH065,Completed
MWO003251,MCH0049,LIN007,FAC003,,2025-09-16 20:17:29,2025-09-16 22:51:05,Preventive,Tool Wear,Calibration,2.56,29293.39,5116.22,34409.61,TECH007,Completed
MWO003252,MCH0162,LIN014,FAC005,,2023-09-09 22:24:49,2023-09-10 00:28:25,Preventive,Scheduled Service,Calibration,2.06,12313.84,4035.79,16349.63,TECH019,Completed
MWO003253,MCH0152,LIN010,FAC004,,2024-08-21 00:50:53,2024-08-21 03:02:17,Predictive,Oil Degradation,Inspection,2.19,26637.72,3962.44,30600.16,TECH015,Completed
MWO003254,MCH0558,LIN025,FAC009,,2024-10-19 11:05:40,2024-10-19 13:40:28,Corrective,Scheduled Service,Inspection,2.58,14056.25,5331.26,19387.51,TECH073,Completed
MWO003255,MCH0105,LIN004,FAC002,,2025-02-19 07:02:34,2025-02-19 20:24:10,Corrective,Rising Temperature,Alignment,13.36,5189.5,13615.49,18804.99,TECH119,Completed
MWO003256,MCH0078,LIN001,FAC001,,2024-01-10 03:53:25,2024-01-10 14:25:49,Predictive,Tool Wear,Inspection,10.54,19840.47,15550.31,35390.78,TECH139,Completed
MWO003257,MCH0199,LIN008,FAC003,,2024-01-28 04:15:33,2024-01-28 06:16:45,Preventive,Oil Degradation,Electrical Repair,2.02,2672.23,3738.53,6410.76,TECH100,Completed
MWO003258,MCH0353,LIN002,FAC001,,2023-05-24 10:46:35,2023-05-24 14:01:35,Corrective,Calibration Due,Electrical Repair,3.25,9582.49,3265.07,12847.56,TECH026,Completed
MWO003259,MCH0223,LIN025,FAC009,,2024-08-20 01:24:32,2024-08-20 02:37:44,Corrective,Oil Degradation,Inspection,1.22,15849.07,1744.36,17593.43,TECH064,Completed
MWO003260,MCH0407,LIN018,FAC006,,2024-01-25 20:41:00,2024-01-26 00:11:36,Preventive,High Vibration,Alignment,3.51,39082.99,6733.3,45816.29,TECH094,Completed
MWO003261,MCH0591,LIN016,FAC006,,2023-08-31 05:12:29,2023-08-31 10:48:29,Predictive,Calibration Due,Electrical Repair,5.6,11392.16,12479.35,23871.51,TECH125,Completed
MWO003262,MCH0350,LIN021,FAC007,,2024-12-16 19:47:55,2024-12-16 20:38:55,Preventive,Rising Temperature,Calibration,0.85,1869.86,1541.61,3411.47,TECH102,Completed
MWO003263,MCH0212,LIN030,FAC010,,2023-07-31 22:18:13,2023-08-01 00:59:01,Predictive,Tool Wear,Replace Component,2.68,16322.79,4839.17,21161.96,TECH069,Completed
MWO003264,MCH0575,LIN008,FAC003,,2026-01-10 14:05:55,2026-01-10 22:26:55,Preventive,Oil Degradation,Calibration,8.35,6514.26,13190.59,19704.85,TECH132,Completed
MWO003265,MCH0113,LIN015,FAC005,,2026-05-24 18:56:47,2026-05-25 01:37:35,Preventive,Scheduled Service,Inspection,6.68,13762.29,14824.48,28586.77,TECH076,Completed
MWO003266,MCH0533,LIN017,FAC006,,2026-01-07 18:42:14,2026-01-08 04:14:02,Preventive,High Vibration,Alignment,9.53,12984.3,19497.06,32481.36,TECH089,Completed
MWO003267,MCH0149,LIN004,FAC002,,2024-04-06 09:12:42,2024-04-06 11:31:54,Predictive,Tool Wear,Electrical Repair,2.32,16205.68,5216.3,21421.98,TECH070,Completed
MWO003268,MCH0532,LIN007,FAC003,,2026-05-17 07:43:12,2026-05-17 09:57:00,Corrective,Oil Degradation,Alignment,2.23,12142.23,4889.39,17031.62,TECH114,Completed
MWO003269,MCH0281,LIN027,FAC009,,2025-08-20 17:33:42,2025-08-21 00:59:30,Preventive,Tool Wear,Lubrication,7.43,2565.76,11360.28,13926.04,TECH074,Completed
MWO003270,MCH0553,LIN013,FAC005,,2025-02-20 07:26:36,2025-02-20 15:12:12,Preventive,Oil Degradation,Replace Component,7.76,23969.41,10541.66,34511.07,TECH119,Completed
MWO003271,MCH0147,LIN028,FAC010,,2023-06-04 03:25:59,2023-06-04 05:23:35,Preventive,Rising Temperature,Inspection,1.96,22851.4,2965.61,25817.01,TECH071,Completed
MWO003272,MCH0172,LIN008,FAC003,,2025-04-16 03:32:38,2025-04-16 05:24:50,Predictive,Calibration Due,Calibration,1.87,9298.91,3217.89,12516.8,TECH105,Completed
MWO003273,MCH0393,LIN019,FAC007,,2025-08-16 04:21:20,2025-08-16 05:20:44,Corrective,High Vibration,Lubrication,0.99,2998.73,1541.17,4539.9,TECH002,Completed
MWO003274,MCH0491,LIN021,FAC007,,2025-07-15 13:58:25,2025-07-15 16:26:01,Predictive,High Vibration,Calibration,2.46,4380.44,4597.45,8977.89,TECH074,Completed
MWO003275,MCH0414,LIN017,FAC006,,2025-12-13 16:02:32,2025-12-13 21:55:20,Preventive,Tool Wear,Calibration,5.88,18169.55,13970.32,32139.87,TECH010,Completed
MWO003276,MCH0064,LIN025,FAC009,,2024-01-15 15:35:18,2024-01-15 20:30:30,Corrective,Oil Degradation,Calibration,4.92,29302.81,9424.37,38727.18,TECH038,Completed
MWO003277,MCH0107,LIN010,FAC004,,2023-03-04 16:36:11,2023-03-04 18:31:59,Predictive,Tool Wear,Replace Component,1.93,31978.89,2645.8,34624.69,TECH039,Completed
MWO003278,MCH0050,LIN017,FAC006,,2026-01-05 17:51:22,2026-01-05 21:15:22,Corrective,Tool Wear,Lubrication,3.4,32357.09,5356.86,37713.95,TECH124,Completed
MWO003279,MCH0418,LIN013,FAC005,,2025-10-09 23:47:04,2025-10-10 02:22:28,Preventive,Rising Temperature,Inspection,2.59,10253.19,3164.12,13417.31,TECH060,Completed
MWO003280,MCH0581,LIN004,FAC002,,2024-06-30 18:43:42,2024-06-30 19:51:30,Predictive,Oil Degradation,Inspection,1.13,33767.64,1227.37,34995.01,TECH012,Completed
MWO003281,MCH0069,LIN018,FAC006,,2025-03-16 22:29:27,2025-03-17 06:49:51,Preventive,Scheduled Service,Electrical Repair,8.34,18447.13,11533.04,29980.17,TECH066,Completed
