failure_event_id,machine_id,line_id,factory_id,failure_timestamp,failure_mode,failure_severity,sensor_precursor_days,repair_duration_hours,estimated_failure_loss_inr,resolution_status
FLR000792,MCH0500,LIN025,FAC009,2026-05-20 05:41:58,Sensor Failure,Major,1,12.58,1309604.59,Resolved
FLR000793,MCH0133,LIN013,FAC005,2024-02-08 20:16:57,Lubrication Failure,Major,2,6.27,429606.2,Resolved
FLR000794,MCH0144,LIN010,FAC004,2025-01-04 10:24:19,Hydraulic Leak,Minor,2,7.05,383984.73,Resolved
FLR000795,MCH0084,LIN022,FAC008,2024-05-02 00:11:31,Hydraulic Leak,Minor,7,6.69,509125.79,Resolved
FLR000796,MCH0130,LIN020,FAC007,2026-03-04 04:30:59,Overheating,Major,7,3.0,307051.59,Resolved
FLR000797,MCH0405,LIN026,FAC009,2026-03-22 13:02:16,Excessive Vibration,Critical,1,14.06,399113.98,Resolved
FLR000798,MCH0235,LIN025,FAC009,2026-06-30 22:38:57,Hydraulic Leak,Major,1,2.1,162749.72,Resolved
FLR000799,MCH0356,LIN005,FAC002,2023-03-26 06:51:42,Electrical Fault,Minor,6,10.29,371939.03,Open
FLR000800,MCH0505,LIN023,FAC008,2024-05-29 12:25:52,Hydraulic Leak,Major,7,3.02,268329.97,Resolved
FLR000801,MCH0064,LIN025,FAC009,2024-04-17 06:30:28,Excessive Vibration,Major,4,4.91,429487.63,Resolved
FLR000802,MCH0504,LIN008,FAC003,2024-09-30 13:15:53,Sensor Failure,Major,3,5.56,270191.99,Resolved
FLR000803,MCH0554,LIN028,FAC010,2023-08-03 09:26:04,Excessive Vibration,Critical,7,14.99,963543.48,Open
FLR000804,MCH0276,LIN012,FAC004,2025-06-04 16:06:34,Sensor Failure,Minor,3,4.36,315960.69,Open
FLR000805,MCH0295,LIN020,FAC007,2023-12-11 12:51:26,Bearing Failure,Minor,2,9.99,700447.98,Resolved
FLR000806,MCH0023,LIN005,FAC002,2024-07-09 12:22:13,Excessive Vibration,Major,4,3.3,165618.86,Open
FLR000807,MCH0001,LIN020,FAC007,2023-01-15 03:07:02,Electrical Fault,Minor,7,2.77,256818.14,Resolved
FLR000808,MCH0171,LIN006,FAC002,2023-05-10 12:28:12,Bearing Failure,Minor,4,4.26,116442.99,Open
FLR000809,MCH0533,LIN017,FAC006,2026-04-11 01:15:29,Excessive Vibration,Critical,3,9.49,535434.73,Resolved
FLR000810,MCH0215,LIN014,FAC005,2024-12-12 23:23:08,Tool Wear,Critical,5,22.49,2121960.79,Resolved
FLR000811,MCH0473,LIN022,FAC008,2025-10-02 21:44:21,Hydraulic Leak,Critical,1,22.17,2502050.79,Resolved
FLR000812,MCH0386,LIN012,FAC004,2025-03-09 05:34:10,Hydraulic Leak,Major,1,4.57,455301.32,Resolved
FLR000813,MCH0481,LIN004,FAC002,2023-02-04 18:05:03,Sensor Failure,Major,2,3.79,296114.41,Resolved
FLR000814,MCH0479,LIN007,FAC003,2023-03-12 04:49:42,Electrical Fault,Minor,4,3.24,173393.62,Open
FLR000815,MCH0141,LIN006,FAC002,2024-01-19 16:17:02,Bearing Failure,Minor,3,5.02,576392.5,Resolved
FLR000816,MCH0204,LIN002,FAC001,2023-11-03 16:52:18,Overheating,Minor,1,7.95,524322.02,Open
FLR000817,MCH0539,LIN017,FAC006,2026-04-07 00:36:15,Excessive Vibration,Critical,2,16.47,712911.97,Resolved
FLR000818,MCH0570,LIN005,FAC002,2026-01-15 09:44:01,Excessive Vibration,Critical,7,18.03,1988764.22,Open
FLR000819,MCH0442,LIN001,FAC001,2024-10-16 01:07:59,Electrical Fault,Critical,3,15.15,1436923.1,Resolved
FLR000820,MCH0235,LIN025,FAC009,2024-11-12 11:51:36,Tool Wear,Critical,7,10.46,1178398.84,Resolved
FLR000821,MCH0441,LIN020,FAC007,2025-02-13 13:19:45,Tool Wear,Minor,6,9.89,365754.68,Resolved
FLR000822,MCH0258,LIN026,FAC009,2024-05-14 11:26:51,Hydraulic Leak,Major,6,8.32,541943.71,Resolved
FLR000823,MCH0404,LIN007,FAC003,2023-12-25 21:54:18,Electrical Fault,Minor,7,5.49,204128.0,Open
FLR000824,MCH0065,LIN005,FAC002,2024-12-15 16:42:40,Overheating,Major,2,7.27,308854.09,Open
FLR000825,MCH0101,LIN022,FAC008,2026-06-02 17:07:35,Sensor Failure,Minor,6,7.45,817865.86,Resolved
FLR000826,MCH0599,LIN003,FAC001,2023-03-30 10:07:20,Lubrication Failure,Critical,5,15.4,1652005.64,Open
FLR000827,MCH0120,LIN007,FAC003,2025-01-05 07:23:58,Bearing Failure,Major,6,10.53,1009603.57,Resolved
FLR000828,MCH0517,LIN005,FAC002,2023-09-15 16:54:29,Bearing Failure,Major,4,5.01,328468.97,Resolved
FLR000829,MCH0284,LIN006,FAC002,2023-09-17 18:51:10,Excessive Vibration,Major,7,6.39,482867.98,Open
FLR000830,MCH0442,LIN001,FAC001,2025-10-26 12:23:44,Tool Wear,Major,5,3.53,290663.39,Resolved
FLR000831,MCH0040,LIN003,FAC001,2025-10-28 20:38:48,Tool Wear,Critical,6,13.06,993007.19,Resolved
FLR000832,MCH0224,LIN018,FAC006,2023-11-01 14:44:25,Electrical Fault,Major,2,3.13,233515.28,Resolved
FLR000833,MCH0337,LIN028,FAC010,2024-06-30 01:48:16,Excessive Vibration,Major,2,0.96,83283.57,Resolved
FLR000834,MCH0296,LIN026,FAC009,2026-05-01 09:35:09,Sensor Failure,Minor,3,11.4,1209493.8,Resolved
FLR000835,MCH0121,LIN008,FAC003,2023-10-21 19:51:10,Lubrication Failure,Major,4,6.78,658264.6,Resolved
FLR000836,MCH0072,LIN011,FAC004,2024-07-28 21:11:01,Excessive Vibration,Major,6,14.54,565421.53,Resolved
FLR000837,MCH0006,LIN013,FAC005,2023-05-03 12:01:24,Overheating,Minor,5,1.93,81820.28,Resolved
FLR000838,MCH0440,LIN027,FAC009,2024-09-01 05:53:14,Tool Wear,Major,4,4.24,234014.37,Resolved
FLR000839,MCH0133,LIN013,FAC005,2025-02-11 07:15:44,Hydraulic Leak,Major,1,12.35,342130.19,Resolved
FLR000840,MCH0329,LIN014,FAC005,2023-12-23 15:57:44,Electrical Fault,Major,5,4.77,372797.29,Resolved
FLR000841,MCH0129,LIN003,FAC001,2025-08-28 22:40:22,Lubrication Failure,Major,3,10.3,316597.85,Resolved
FLR000842,MCH0268,LIN013,FAC005,2026-05-31 23:33:50,Excessive Vibration,Critical,2,13.34,566247.21,Open
FLR000843,MCH0543,LIN019,FAC007,2023-07-02 19:15:13,Bearing Failure,Minor,2,7.87,780072.59,Resolved
FLR000844,MCH0152,LIN010,FAC004,2023-04-19 04:43:24,Sensor Failure,Major,6,12.2,883194.54,Resolved
FLR000845,MCH0509,LIN021,FAC007,2024-03-20 06:43:57,Hydraulic Leak,Major,6,10.08,884637.95,Resolved
FLR000846,MCH0258,LIN026,FAC009,2024-03-29 21:18:29,Overheating,Critical,1,15.43,919860.75,Resolved
FLR000847,MCH0101,LIN022,FAC008,2025-03-14 11:11:09,Sensor Failure,Major,6,5.65,369703.37,Resolved
FLR000848,MCH0407,LIN018,FAC006,2024-09-21 02:24:45,Lubrication Failure,Major,6,3.51,225222.13,Resolved
FLR000849,MCH0026,LIN006,FAC002,2025-07-08 20:45:45,Lubrication Failure,Major,6,7.1,275133.63,Resolved
FLR000850,MCH0161,LIN008,FAC003,2023-03-16 17:49:39,Overheating,Minor,3,9.11,957120.7,Resolved
FLR000851,MCH0340,LIN012,FAC004,2025-07-04 20:40:33,Lubrication Failure,Minor,5,7.58,420963.66,Resolved
FLR000852,MCH0289,LIN010,FAC004,2023-01-29 04:23:43,Lubrication Failure,Major,5,1.41,115404.52,Resolved
FLR000853,MCH0391,LIN007,FAC003,2023-06-29 07:00:20,Bearing Failure,Major,7,9.27,614279.47,Resolved
FLR000854,MCH0472,LIN011,FAC004,2023-02-18 12:40:16,Sensor Failure,Major,4,18.57,469478.78,Open
FLR000855,MCH0296,LIN026,FAC009,2025-01-01 20:57:23,Excessive Vibration,Minor,6,4.77,542593.22,Open
FLR000856,MCH0092,LIN005,FAC002,2024-06-11 19:14:27,Excessive Vibration,Major,5,5.75,402718.27,Resolved
FLR000857,MCH0097,LIN022,FAC008,2024-02-26 05:29:09,Sensor Failure,Critical,4,8.76,530477.51,Resolved
FLR000858,MCH0404,LIN007,FAC003,2025-03-12 08:16:38,Electrical Fault,Minor,4,8.18,960988.56,Resolved
FLR000859,MCH0526,LIN028,FAC010,2023-11-26 19:52:14,Electrical Fault,Critical,2,10.54,801169.15,Resolved
FLR000860,MCH0373,LIN011,FAC004,2024-09-29 03:55:57,Electrical Fault,Minor,5,8.23,378214.25,Resolved
FLR000861,MCH0237,LIN025,FAC009,2024-12-10 02:18:22,Excessive Vibration,Minor,3,9.41,955485.43,Resolved
FLR000862,MCH0071,LIN024,FAC008,2024-03-27 00:35:24,Excessive Vibration,Major,7,4.45,158868.16,Resolved
FLR000863,MCH0346,LIN015,FAC005,2023-07-06 20:11:34,Lubrication Failure,Critical,6,10.26,608414.53,Resolved
FLR000864,MCH0424,LIN022,FAC008,2025-03-19 12:41:28,Overheating,Major,4,6.37,330773.68,Resolved
FLR000865,MCH0309,LIN007,FAC003,2024-04-19 03:17:26,Lubrication Failure,Critical,3,12.79,520655.18,Open
FLR000866,MCH0179,LIN010,FAC004,2024-07-17 04:08:05,Sensor Failure,Major,3,8.46,495590.55,Resolved
FLR000867,MCH0125,LIN008,FAC003,2024-04-26 15:05:17,Lubrication Failure,Minor,3,3.8,225119.7,Resolved
FLR000868,MCH0029,LIN002,FAC001,2025-04-13 02:54:46,Lubrication Failure,Critical,1,9.5,880018.64,Resolved
FLR000869,MCH0320,LIN011,FAC004,2026-01-08 04:26:02,Bearing Failure,Critical,7,11.4,331704.21,Resolved
FLR000870,MCH0352,LIN027,FAC009,2024-04-16 16:10:04,Excessive Vibration,Major,3,10.84,1087339.3,Resolved
FLR000871,MCH0048,LIN024,FAC008,2024-05-22 13:43:00,Bearing Failure,Major,2,9.6,255666.24,Open
FLR000872,MCH0502,LIN011,FAC004,2024-03-22 18:49:53,Sensor Failure,Minor,6,10.23,1030427.48,Open
FLR000873,MCH0220,LIN023,FAC008,2024-03-01 20:25:04,Electrical Fault,Major,1,2.27,211307.15,Open
FLR000874,MCH0482,LIN024,FAC008,2026-05-11 00:03:21,Hydraulic Leak,Minor,5,3.4,197765.35,Resolved
FLR000875,MCH0008,LIN015,FAC005,2023-02-14 19:25:23,Electrical Fault,Major,3,3.03,234724.86,Resolved
FLR000876,MCH0395,LIN004,FAC002,2024-07-07 09:15:48,Lubrication Failure,Major,2,3.52,367732.3,Resolved
FLR000877,MCH0309,LIN007,FAC003,2023-09-12 20:12:05,Lubrication Failure,Critical,6,9.48,640135.27,Open
FLR000878,MCH0245,LIN030,FAC010,2025-08-12 04:24:42,Sensor Failure,Major,3,1.18,119384.08,Resolved
FLR000879,MCH0506,LIN001,FAC001,2023-06-04 07:16:12,Overheating,Critical,3,14.75,512358.36,Resolved
FLR000880,MCH0042,LIN016,FAC006,2025-08-07 02:37:42,Electrical Fault,Major,5,0.88,76096.03,Open
FLR000881,MCH0518,LIN020,FAC007,2023-02-01 21:59:00,Sensor Failure,Major,4,7.12,386324.51,Resolved
FLR000882,MCH0369,LIN012,FAC004,2024-05-19 14:19:35,Overheating,Critical,6,25.49,1306577.6,Open
FLR000883,MCH0041,LIN011,FAC004,2023-03-09 11:02:05,Bearing Failure,Major,7,3.42,107262.8,Resolved
FLR000884,MCH0023,LIN005,FAC002,2024-04-18 20:35:54,Tool Wear,Major,1,5.99,257292.91,Open
FLR000885,MCH0011,LIN013,FAC005,2025-09-17 16:52:55,Tool Wear,Minor,6,11.06,1145397.8,Open
FLR000886,MCH0139,LIN012,FAC004,2023-06-04 08:28:36,Hydraulic Leak,Major,4,5.17,414223.25,Resolved
FLR000887,MCH0042,LIN016,FAC006,2023-11-10 12:22:36,Sensor Failure,Major,4,22.35,1201237.66,Resolved
FLR000888,MCH0371,LIN005,FAC002,2023-02-03 23:52:00,Hydraulic Leak,Major,7,3.31,277543.26,Resolved
FLR000889,MCH0456,LIN003,FAC001,2024-01-14 10:13:27,Excessive Vibration,Minor,6,11.79,895015.48,Resolved
FLR000890,MCH0008,LIN015,FAC005,2024-12-22 23:42:46,Tool Wear,Minor,4,6.08,345872.29,Resolved
FLR000891,MCH0436,LIN013,FAC005,2023-08-05 19:30:02,Excessive Vibration,Major,3,12.11,351301.27,Resolved
FLR000892,MCH0178,LIN023,FAC008,2024-03-25 02:37:43,Electrical Fault,Minor,4,5.45,335321.71,Resolved
FLR000893,MCH0306,LIN010,FAC004,2024-02-10 10:45:48,Lubrication Failure,Minor,1,4.43,520877.49,Resolved
FLR000894,MCH0054,LIN006,FAC002,2025-11-16 11:11:21,Bearing Failure,Major,2,12.96,514392.09,Resolved
FLR000895,MCH0063,LIN013,FAC005,2023-02-08 20:58:58,Lubrication Failure,Major,6,2.36,202803.59,Resolved
FLR000896,MCH0549,LIN013,FAC005,2023-09-05 15:27:48,Lubrication Failure,Major,7,2.93,151125.9,Resolved
FLR000897,MCH0017,LIN015,FAC005,2025-01-22 12:28:59,Overheating,Major,7,10.09,434290.24,Open
FLR000898,MCH0139,LIN012,FAC004,2025-06-13 13:18:25,Excessive Vibration,Critical,1,15.1,654774.27,Resolved
FLR000899,MCH0122,LIN001,FAC001,2023-10-06 03:18:18,Electrical Fault,Major,6,2.6,111197.38,Open
FLR000900,MCH0061,LIN026,FAC009,2026-05-06 18:25:01,Lubrication Failure,Major,5,3.26,232908.62,Resolved
FLR000901,MCH0404,LIN007,FAC003,2026-01-05 19:04:58,Hydraulic Leak,Major,6,4.68,149074.54,Open
FLR000902,MCH0577,LIN009,FAC003,2025-03-04 17:16:21,Tool Wear,Minor,1,2.28,136127.36,Resolved
FLR000903,MCH0459,LIN006,FAC002,2024-07-13 15:41:43,Bearing Failure,Major,1,10.65,669134.28,Open
FLR000904,MCH0566,LIN010,FAC004,2026-03-04 23:56:30,Excessive Vibration,Critical,4,19.89,1439721.1,Resolved
FLR000905,MCH0163,LIN007,FAC003,2026-03-15 10:34:28,Electrical Fault,Major,2,23.63,2802811.81,Resolved
FLR000906,MCH0318,LIN006,FAC002,2023-10-10 17:00:37,Sensor Failure,Minor,1,2.27,244592.7,Open
FLR000907,MCH0124,LIN013,FAC005,2026-06-16 09:55:29,Sensor Failure,Major,5,5.28,285219.54,Resolved
FLR000908,MCH0374,LIN013,FAC005,2024-07-18 23:59:14,Overheating,Critical,6,10.14,1145227.57,Resolved
FLR000909,MCH0052,LIN006,FAC002,2023-08-22 17:40:28,Excessive Vibration,Major,7,16.57,1602383.64,Resolved
FLR000910,MCH0011,LIN013,FAC005,2023-10-04 08:28:26,Sensor Failure,Major,5,5.83,170582.36,Resolved
FLR000911,MCH0414,LIN017,FAC006,2023-10-23 05:46:33,Sensor Failure,Critical,2,9.85,1013968.66,Resolved
FLR000912,MCH0587,LIN024,FAC008,2024-04-01 21:20:55,Tool Wear,Major,5,4.34,302107.33,Open
FLR000913,MCH0522,LIN024,FAC008,2024-05-05 16:45:16,Electrical Fault,Major,5,2.52,259659.28,Resolved
FLR000914,MCH0162,LIN014,FAC005,2025-08-09 05:29:43,Tool Wear,Major,7,0.59,69272.95,Resolved
FLR000915,MCH0415,LIN008,FAC003,2024-03-01 22:14:19,Bearing Failure,Critical,5,9.65,765116.2,Resolved
FLR000916,MCH0262,LIN021,FAC007,2023-06-20 09:04:12,Tool Wear,Major,1,5.63,665081.1,Resolved
FLR000917,MCH0255,LIN005,FAC002,2025-08-15 17:41:24,Lubrication Failure,Minor,1,4.07,414908.67,Resolved
FLR000918,MCH0355,LIN029,FAC010,2023-02-10 22:09:52,Tool Wear,Minor,2,10.83,370083.11,Resolved
FLR000919,MCH0464,LIN002,FAC001,2023-10-19 05:42:11,Tool Wear,Major,1,5.31,597951.62,Resolved
FLR000920,MCH0041,LIN011,FAC004,2025-07-05 01:37:07,Overheating,Major,6,5.21,194272.66,Resolved
FLR000921,MCH0051,LIN011,FAC004,2024-05-09 12:29:20,Sensor Failure,Minor,4,5.1,288790.4,Open
FLR000922,MCH0075,LIN003,FAC001,2025-06-06 07:41:17,Overheating,Minor,3,4.85,202177.93,Resolved
FLR000923,MCH0110,LIN002,FAC001,2023-04-23 06:49:38,Lubrication Failure,Major,4,3.4,229872.78,Open
FLR000924,MCH0083,LIN010,FAC004,2025-04-29 02:57:28,Electrical Fault,Major,7,3.7,347951.5,Open
FLR000925,MCH0304,LIN026,FAC009,2023-06-01 16:10:48,Lubrication Failure,Major,4,13.2,574567.08,Open
FLR000926,MCH0584,LIN009,FAC003,2024-09-22 09:12:42,Tool Wear,Critical,6,12.09,440483.65,Resolved
FLR000927,MCH0501,LIN019,FAC007,2024-07-10 12:43:33,Bearing Failure,Major,2,8.67,376885.83,Resolved
FLR000928,MCH0537,LIN013,FAC005,2025-05-30 14:37:47,Tool Wear,Major,5,7.28,554414.16,Resolved
FLR000929,MCH0591,LIN016,FAC006,2025-12-02 22:29:15,Sensor Failure,Major,4,7.65,235272.82,Resolved
FLR000930,MCH0245,LIN030,FAC010,2023-04-22 13:44:14,Tool Wear,Critical,4,14.86,1764674.09,Resolved
FLR000931,MCH0341,LIN006,FAC002,2023-01-31 07:22:57,Electrical Fault,Critical,5,13.26,1563132.33,Resolved
FLR000932,MCH0600,LIN014,FAC005,2025-04-18 18:42:05,Sensor Failure,Minor,7,6.2,429719.54,Resolved
FLR000933,MCH0312,LIN015,FAC005,2023-07-08 11:41:56,Excessive Vibration,Critical,2,11.53,676949.46,Resolved
FLR000934,MCH0189,LIN004,FAC002,2025-11-20 09:16:25,Bearing Failure,Major,5,2.95,267880.05,Resolved
FLR000935,MCH0236,LIN021,FAC007,2025-08-06 10:46:24,Excessive Vibration,Major,3,3.26,155594.15,Resolved
FLR000936,MCH0543,LIN019,FAC007,2024-06-20 02:44:31,Hydraulic Leak,Minor,2,7.47,600326.37,Open
FLR000937,MCH0220,LIN023,FAC008,2023-06-11 14:10:37,Excessive Vibration,Major,4,13.41,398901.73,Open
FLR000938,MCH0199,LIN008,FAC003,2024-02-20 00:43:19,Bearing Failure,Major,3,11.44,930911.67,Open
FLR000939,MCH0582,LIN013,FAC005,2025-06-29 22:16:57,Bearing Failure,Major,2,1.9,103556.52,Open
FLR000940,MCH0592,LIN023,FAC008,2025-12-13 10:34:08,Excessive Vibration,Major,4,4.75,194116.56,Open
FLR000941,MCH0193,LIN006,FAC002,2023-12-05 02:00:30,Tool Wear,Minor,7,5.64,674679.31,Resolved
FLR000942,MCH0350,LIN021,FAC007,2024-12-24 13:01:59,Lubrication Failure,Minor,1,5.46,394770.22,Resolved
FLR000943,MCH0200,LIN004,FAC002,2025-07-25 12:54:39,Sensor Failure,Minor,4,11.58,1190954.43,Open
FLR000944,MCH0430,LIN016,FAC006,2023-03-16 17:32:04,Overheating,Major,6,2.77,120754.35,Resolved
FLR000945,MCH0547,LIN005,FAC002,2024-08-08 16:57:26,Overheating,Major,5,3.95,336153.38,Resolved
FLR000946,MCH0533,LIN017,FAC006,2023-08-06 03:42:30,Hydraulic Leak,Major,3,5.23,312266.76,Resolved
FLR000947,MCH0357,LIN029,FAC010,2024-09-26 20:30:07,Tool Wear,Minor,2,10.53,300748.41,Open
FLR000948,MCH0199,LIN008,FAC003,2024-11-26 09:38:59,Tool Wear,Minor,7,9.98,455510.7,Resolved
FLR000949,MCH0309,LIN007,FAC003,2026-04-25 17:49:37,Tool Wear,Minor,6,5.58,147864.37,Resolved
FLR000950,MCH0167,LIN020,FAC007,2023-06-30 04:26:05,Bearing Failure,Major,6,12.51,847893.41,Resolved
FLR000951,MCH0504,LIN008,FAC003,2023-04-29 21:41:21,Electrical Fault,Minor,2,4.47,460192.03,Resolved
FLR000952,MCH0080,LIN020,FAC007,2023-12-18 03:45:23,Sensor Failure,Critical,7,12.1,471875.18,Resolved
FLR000953,MCH0401,LIN015,FAC005,2023-10-12 12:49:54,Bearing Failure,Major,7,2.34,258072.74,Open
FLR000954,MCH0245,LIN030,FAC010,2023-01-02 00:11:11,Tool Wear,Minor,5,2.56,157902.75,Resolved
FLR000955,MCH0388,LIN011,FAC004,2024-11-14 12:17:22,Sensor Failure,Minor,4,5.27,199546.46,Open
FLR000956,MCH0005,LIN010,FAC004,2024-07-22 08:23:35,Hydraulic Leak,Major,5,2.77,128080.93,Resolved
FLR000957,MCH0436,LIN013,FAC005,2025-04-14 22:24:41,Excessive Vibration,Major,5,0.94,71525.04,Resolved
FLR000958,MCH0454,LIN022,FAC008,2023-07-28 21:42:37,Sensor Failure,Minor,2,4.64,249511.38,Resolved
FLR000959,MCH0040,LIN003,FAC001,2024-06-14 02:54:55,Sensor Failure,Critical,7,15.57,804627.05,Resolved
FLR000960,MCH0193,LIN006,FAC002,2026-03-06 11:15:18,Overheating,Major,5,1.16,45091.35,Resolved
FLR000961,MCH0573,LIN004,FAC002,2024-06-10 10:00:42,Lubrication Failure,Major,5,15.22,1260947.3,Resolved
FLR000962,MCH0299,LIN014,FAC005,2025-02-22 02:27:25,Electrical Fault,Critical,3,21.43,685810.6,Resolved
FLR000963,MCH0300,LIN002,FAC001,2026-06-02 22:25:50,Bearing Failure,Minor,3,3.09,159841.68,Resolved
FLR000964,MCH0098,LIN002,FAC001,2023-01-07 12:42:10,Tool Wear,Major,6,5.65,494907.53,Resolved
FLR000965,MCH0248,LIN028,FAC010,2025-07-13 10:24:53,Electrical Fault,Minor,5,7.65,289951.55,Resolved
FLR000966,MCH0296,LIN026,FAC009,2023-04-17 05:13:04,Excessive Vibration,Critical,1,12.53,665262.45,Resolved
FLR000967,MCH0447,LIN011,FAC004,2024-09-09 19:48:38,Sensor Failure,Major,5,5.28,538150.29,Resolved
FLR000968,MCH0042,LIN016,FAC006,2023-01-24 04:21:20,Excessive Vibration,Critical,2,14.81,913122.57,Resolved
FLR000969,MCH0559,LIN019,FAC007,2025-09-17 16:12:35,Sensor Failure,Minor,1,4.73,480441.35,Resolved
FLR000970,MCH0344,LIN019,FAC007,2025-08-14 15:21:08,Sensor Failure,Major,6,14.24,1069558.91,Resolved
FLR000971,MCH0056,LIN027,FAC009,2023-01-20 05:10:33,Sensor Failure,Major,5,5.2,199937.4,Resolved
FLR000972,MCH0273,LIN002,FAC001,2025-02-04 08:50:34,Tool Wear,Major,5,7.11,565846.06,Resolved
FLR000973,MCH0261,LIN017,FAC006,2026-03-13 18:30:17,Excessive Vibration,Major,7,18.68,707446.05,Open
FLR000974,MCH0107,LIN010,FAC004,2025-03-20 17:12:18,Overheating,Major,1,7.17,470605.07,Resolved
FLR000975,MCH0385,LIN006,FAC002,2026-06-13 08:56:19,Overheating,Major,6,7.84,504107.86,Resolved
FLR000976,MCH0099,LIN011,FAC004,2024-05-15 18:05:33,Overheating,Major,6,2.67,126862.74,Resolved
FLR000977,MCH0244,LIN007,FAC003,2023-01-16 09:34:20,Tool Wear,Major,3,3.6,311916.74,Resolved
FLR000978,MCH0483,LIN029,FAC010,2024-09-17 20:08:33,Tool Wear,Major,3,1.11,33841.18,Resolved
FLR000979,MCH0062,LIN011,FAC004,2024-12-18 07:20:35,Tool Wear,Critical,6,16.04,872054.76,Resolved
FLR000980,MCH0120,LIN007,FAC003,2025-02-12 17:05:50,Electrical Fault,Major,7,0.84,57058.26,Resolved
FLR000981,MCH0019,LIN029,FAC010,2024-11-03 00:13:47,Lubrication Failure,Major,4,3.14,132107.76,Resolved
FLR000982,MCH0072,LIN011,FAC004,2023-06-14 10:08:37,Tool Wear,Minor,4,15.0,1143618.48,Resolved
FLR000983,MCH0346,LIN015,FAC005,2024-01-29 09:37:46,Electrical Fault,Major,2,1.49,87660.79,Resolved
FLR000984,MCH0425,LIN014,FAC005,2026-03-05 15:40:25,Electrical Fault,Major,7,8.68,984482.98,Resolved
FLR000985,MCH0531,LIN021,FAC007,2025-04-28 14:55:39,Sensor Failure,Critical,5,9.05,814882.51,Resolved
FLR000986,MCH0357,LIN029,FAC010,2026-04-03 00:19:46,Bearing Failure,Critical,2,15.09,1367609.39,Resolved
FLR000987,MCH0027,LIN014,FAC005,2025-09-14 20:29:17,Bearing Failure,Minor,7,3.98,162266.07,Open
FLR000988,MCH0459,LIN006,FAC002,2023-12-25 14:43:21,Hydraulic Leak,Major,5,8.51,714927.68,Open
FLR000989,MCH0340,LIN012,FAC004,2023-06-26 09:42:08,Excessive Vibration,Minor,7,2.49,99458.25,Resolved
FLR000990,MCH0057,LIN020,FAC007,2023-03-06 13:47:18,Lubrication Failure,Major,4,4.36,408964.57,Resolved
FLR000991,MCH0445,LIN029,FAC010,2023-10-17 02:34:22,Tool Wear,Major,6,11.53,1364762.52,Resolved
FLR000992,MCH0471,LIN013,FAC005,2026-06-19 23:41:53,Electrical Fault,Minor,2,14.89,1063067.28,Open
FLR000993,MCH0039,LIN009,FAC003,2023-01-28 22:05:19,Hydraulic Leak,Critical,6,12.51,1224758.73,Open
FLR000994,MCH0349,LIN024,FAC008,2025-05-16 02:48:04,Tool Wear,Major,2,1.4,76371.89,Resolved
FLR000995,MCH0487,LIN023,FAC008,2024-02-14 12:47:58,Excessive Vibration,Minor,6,7.99,502660.49,Open
FLR000996,MCH0331,LIN012,FAC004,2025-09-11 21:57:15,Sensor Failure,Major,4,2.37,147949.64,Resolved
FLR000997,MCH0235,LIN025,FAC009,2024-07-06 23:38:39,Overheating,Minor,4,7.14,195129.92,Open
FLR000998,MCH0139,LIN012,FAC004,2025-07-26 07:18:17,Electrical Fault,Major,3,3.58,127296.42,Resolved
FLR000999,MCH0190,LIN002,FAC001,2024-05-03 02:02:39,Sensor Failure,Minor,4,14.0,408564.94,Resolved
FLR001000,MCH0064,LIN025,FAC009,2023-02-04 23:57:04,Lubrication Failure,Major,4,13.24,474238.85,Resolved
FLR001001,MCH0505,LIN023,FAC008,2023-09-22 23:37:34,Lubrication Failure,Minor,1,1.78,151445.22,Resolved
FLR001002,MCH0282,LIN001,FAC001,2024-06-17 14:32:20,Bearing Failure,Major,4,16.48,1032396.99,Resolved
FLR001003,MCH0167,LIN020,FAC007,2024-11-04 07:25:07,Excessive Vibration,Critical,7,17.23,711319.86,Resolved
FLR001004,MCH0393,LIN019,FAC007,2025-01-14 19:52:14,Overheating,Major,4,14.99,576370.19,Resolved
FLR001005,MCH0387,LIN005,FAC002,2024-08-19 08:54:42,Sensor Failure,Major,5,4.66,284706.34,Resolved
FLR001006,MCH0308,LIN025,FAC009,2023-08-17 16:01:10,Sensor Failure,Major,4,2.28,156485.59,Resolved
FLR001007,MCH0013,LIN023,FAC008,2026-04-06 13:28:24,Lubrication Failure,Major,4,10.45,822289.22,Open
FLR001008,MCH0515,LIN012,FAC004,2026-03-19 04:12:28,Electrical Fault,Major,5,12.84,588224.45,Resolved
FLR001009,MCH0275,LIN008,FAC003,2026-05-24 14:06:44,Sensor Failure,Minor,4,4.67,386095.83,Open
FLR001010,MCH0201,LIN006,FAC002,2023-03-21 02:37:04,Excessive Vibration,Major,5,6.63,248867.73,Open
FLR001011,MCH0589,LIN023,FAC008,2023-02-28 03:08:11,Electrical Fault,Minor,1,10.19,1146661.81,Resolved
FLR001012,MCH0540,LIN026,FAC009,2025-06-23 09:21:00,Excessive Vibration,Minor,7,5.95,310331.06,Resolved
FLR001013,MCH0309,LIN007,FAC003,2024-03-07 05:27:43,Electrical Fault,Major,3,6.86,479137.18,Open
FLR001014,MCH0166,LIN004,FAC002,2025-11-18 12:46:45,Electrical Fault,Minor,7,4.0,242494.14,Resolved
FLR001015,MCH0587,LIN024,FAC008,2025-02-19 15:57:15,Tool Wear,Major,4,10.52,594634.46,Resolved
