downtime_event_id,machine_id,line_id,factory_id,linked_failure_event_id,linked_work_order_id,event_timestamp,downtime_cause,duration_hours,estimated_lost_units,estimated_loss_inr,resolution_status,impact_level
DTE001999,MCH0115,LIN002,FAC001,FLR001999,MWO001999,2024-02-20 22:40:00,Machine Breakdown,7.55,1010,954322.6,Resolved,Medium
DTE002000,MCH0061,LIN026,FAC009,FLR002000,MWO002000,2023-02-13 23:09:50,Machine Breakdown,13.18,2190,1034986.29,Resolved,Critical
DTE002001,MCH0479,LIN007,FAC003,FLR002001,MWO002001,2023-11-07 11:45:24,Machine Breakdown,5.85,1101,1191775.05,Open,Critical
DTE002002,MCH0589,LIN023,FAC008,FLR002002,MWO002002,2023-10-26 22:03:33,Machine Breakdown,7.91,1669,1734949.23,Resolved,Critical
DTE002003,MCH0259,LIN026,FAC009,FLR002003,MWO002003,2024-07-06 02:59:01,Machine Breakdown,4.04,350,271165.84,Resolved,Low
DTE002004,MCH0572,LIN017,FAC006,FLR002004,MWO002004,2026-02-07 15:24:39,Machine Breakdown,5.48,1232,1249546.7,Resolved,High
DTE002005,MCH0109,LIN018,FAC006,FLR002005,MWO002005,2023-08-17 15:59:05,Machine Breakdown,7.14,890,555322.01,Open,High
DTE002006,MCH0186,LIN010,FAC004,FLR002006,MWO002006,2023-08-17 22:32:27,Machine Breakdown,15.22,3498,3830780.24,Resolved,Medium
DTE002007,MCH0047,LIN026,FAC009,FLR002007,MWO002007,2024-01-13 04:41:08,Machine Breakdown,11.15,643,615167.15,Resolved,Critical
DTE002008,MCH0254,LIN013,FAC005,FLR002008,MWO002008,2025-02-23 14:13:01,Machine Breakdown,5.61,1049,601370.87,Resolved,High
DTE002009,MCH0101,LIN022,FAC008,FLR002009,MWO002009,2023-07-02 12:10:33,Machine Breakdown,9.21,1663,1336213.17,Resolved,Medium
DTE002010,MCH0017,LIN015,FAC005,FLR002010,MWO002010,2025-05-08 12:08:36,Machine Breakdown,2.33,368,242695.58,Resolved,High
DTE002011,MCH0508,LIN010,FAC004,FLR002011,MWO002011,2023-06-16 17:45:18,Machine Breakdown,16.12,724,655104.23,Resolved,Low
DTE002012,MCH0053,LIN007,FAC003,FLR002012,MWO002012,2023-03-01 17:41:59,Machine Breakdown,8.22,648,309662.92,Open,Low
DTE002013,MCH0048,LIN024,FAC008,FLR002013,MWO002013,2024-09-25 14:44:25,Machine Breakdown,12.14,2669,2508000.14,Open,Medium
DTE002014,MCH0559,LIN019,FAC007,FLR002014,MWO002014,2024-03-20 00:43:15,Machine Breakdown,11.98,1641,827436.37,Resolved,Medium
DTE002015,MCH0330,LIN023,FAC008,FLR002015,MWO002015,2023-09-10 16:20:05,Machine Breakdown,6.66,792,886445.6,Resolved,Medium
DTE002016,MCH0596,LIN022,FAC008,FLR002016,MWO002016,2023-08-01 23:32:57,Machine Breakdown,13.11,2414,2653349.91,Resolved,High
DTE002017,MCH0250,LIN007,FAC003,FLR002017,MWO002017,2023-12-30 10:06:18,Machine Breakdown,14.8,2266,2303344.21,Resolved,High
DTE002018,MCH0366,LIN019,FAC007,FLR002018,MWO002018,2023-08-11 00:19:29,Machine Breakdown,6.39,917,626739.81,Resolved,Critical
DTE002019,MCH0360,LIN028,FAC010,FLR002019,MWO002019,2023-12-05 03:11:57,Machine Breakdown,14.89,2521,1590597.26,Resolved,Medium
DTE002020,MCH0363,LIN017,FAC006,FLR002020,MWO002020,2023-01-13 00:17:21,Machine Breakdown,0.27,57,67167.14,Resolved,Medium
DTE002021,MCH0339,LIN019,FAC007,FLR002021,MWO002021,2025-09-06 05:45:28,Machine Breakdown,4.42,800,625125.76,Resolved,High
DTE002022,MCH0031,LIN010,FAC004,FLR002022,MWO002022,2025-08-07 20:12:25,Machine Breakdown,3.96,320,214700.02,Resolved,Critical
DTE002023,MCH0005,LIN010,FAC004,FLR002023,MWO002023,2024-09-29 20:23:44,Machine Breakdown,18.2,1413,1076661.06,Resolved,High
DTE002024,MCH0114,LIN004,FAC002,FLR002024,MWO002024,2023-09-25 18:15:12,Machine Breakdown,13.97,2356,1006970.1,Resolved,Medium
DTE002025,MCH0543,LIN019,FAC007,FLR002025,MWO002025,2025-05-23 18:53:57,Machine Breakdown,9.47,1310,792897.03,Resolved,Medium
DTE002026,MCH0441,LIN020,FAC007,FLR002026,MWO002026,2024-02-13 02:06:26,Machine Breakdown,4.1,734,428979.23,Resolved,Medium
DTE002027,MCH0043,LIN023,FAC008,FLR002027,MWO002027,2023-12-29 14:37:38,Machine Breakdown,15.95,2339,2001318.36,Resolved,Medium
DTE002028,MCH0019,LIN029,FAC010,FLR002028,MWO002028,2025-04-01 07:04:37,Machine Breakdown,5.97,1217,1376374.48,Resolved,Critical
DTE002029,MCH0172,LIN008,FAC003,FLR002029,MWO002029,2023-03-30 22:16:59,Machine Breakdown,4.36,539,621399.33,Open,Medium
DTE002030,MCH0289,LIN010,FAC004,FLR002030,MWO002030,2025-07-17 01:56:47,Machine Breakdown,7.79,1153,983067.34,Resolved,High
DTE002031,MCH0572,LIN017,FAC006,FLR002031,MWO002031,2025-01-12 10:14:21,Machine Breakdown,1.38,208,98324.61,Resolved,High
DTE002032,MCH0304,LIN026,FAC009,FLR002032,MWO002032,2023-12-16 22:48:45,Machine Breakdown,16.23,1766,1600448.93,Resolved,Low
DTE002033,MCH0202,LIN009,FAC003,FLR002033,MWO002033,2023-03-19 01:45:00,Machine Breakdown,9.21,402,97242.84,Resolved,Medium
DTE002034,MCH0050,LIN017,FAC006,FLR002034,MWO002034,2023-09-28 09:24:28,Machine Breakdown,4.28,764,258617.9,Resolved,Medium
DTE002035,MCH0323,LIN027,FAC009,FLR002035,MWO002035,2024-01-06 23:03:26,Machine Breakdown,4.74,604,634678.0,Resolved,Low
DTE002036,MCH0237,LIN025,FAC009,FLR002036,MWO002036,2026-03-29 15:40:53,Machine Breakdown,11.45,1599,319602.92,Resolved,High
DTE002037,MCH0257,LIN013,FAC005,FLR002037,MWO002037,2025-11-09 03:45:53,Machine Breakdown,16.1,1816,950729.06,Resolved,Critical
DTE002038,MCH0131,LIN006,FAC002,FLR002038,MWO002038,2023-10-13 11:49:09,Machine Breakdown,10.91,1027,563809.41,Resolved,Critical
DTE002039,MCH0427,LIN027,FAC009,FLR002039,MWO002039,2023-04-06 22:46:50,Machine Breakdown,10.09,885,988878.69,Resolved,Medium
DTE002040,MCH0180,LIN011,FAC004,FLR002040,MWO002040,2024-12-14 03:06:31,Machine Breakdown,11.12,960,474686.69,Resolved,Low
DTE002041,MCH0455,LIN030,FAC010,FLR002041,MWO002041,2023-10-05 05:22:35,Machine Breakdown,13.13,615,645442.48,Resolved,High
DTE002042,MCH0377,LIN009,FAC003,FLR002042,MWO002042,2023-01-16 04:19:36,Machine Breakdown,12.81,2451,2515529.55,Resolved,Medium
DTE002043,MCH0058,LIN028,FAC010,FLR002043,MWO002043,2025-06-01 21:19:41,Machine Breakdown,5.15,345,57875.19,Resolved,Medium
DTE002044,MCH0258,LIN026,FAC009,FLR002044,MWO002044,2025-04-24 09:02:54,Machine Breakdown,10.05,1693,1872095.78,Resolved,High
DTE002045,MCH0052,LIN006,FAC002,FLR002045,MWO002045,2024-07-20 20:40:42,Machine Breakdown,2.32,272,216982.61,Resolved,High
DTE002046,MCH0473,LIN022,FAC008,FLR002046,MWO002046,2025-03-10 23:49:44,Machine Breakdown,11.92,701,222007.43,Resolved,High
DTE002047,MCH0004,LIN020,FAC007,FLR002047,MWO002047,2025-02-25 03:22:45,Machine Breakdown,18.92,1366,244780.62,Resolved,High
DTE002048,MCH0576,LIN020,FAC007,FLR002048,MWO002048,2023-12-29 06:44:59,Machine Breakdown,1.22,147,146330.36,Resolved,High
DTE002049,MCH0098,LIN002,FAC001,FLR002049,MWO002049,2026-03-31 03:59:12,Machine Breakdown,10.3,519,313774.19,Resolved,Medium
DTE002050,MCH0057,LIN020,FAC007,FLR002050,MWO002050,2025-08-22 20:04:29,Machine Breakdown,0.12,19,8005.63,Resolved,High
DTE002051,MCH0378,LIN025,FAC009,FLR002051,MWO002051,2024-01-08 22:34:18,Machine Breakdown,8.02,1067,799591.68,Resolved,Critical
DTE002052,MCH0049,LIN007,FAC003,FLR002052,MWO002052,2023-09-25 00:07:31,Machine Breakdown,9.45,897,795306.09,Resolved,High
DTE002053,MCH0144,LIN010,FAC004,FLR002053,MWO002053,2023-04-15 15:25:23,Machine Breakdown,5.9,837,449359.2,Resolved,Medium
DTE002054,MCH0552,LIN012,FAC004,FLR002054,MWO002054,2025-05-30 12:06:56,Machine Breakdown,10.48,1649,1619168.68,Resolved,High
DTE002055,MCH0582,LIN013,FAC005,FLR002055,MWO002055,2024-11-02 19:28:47,Machine Breakdown,4.54,331,195156.19,Resolved,Low
DTE002056,MCH0053,LIN007,FAC003,FLR002056,MWO002056,2023-03-19 18:34:41,Machine Breakdown,5.21,445,231559.33,Resolved,High
DTE002057,MCH0553,LIN013,FAC005,FLR002057,MWO002057,2023-12-31 21:01:04,Machine Breakdown,1.5,156,102136.91,Open,Medium
DTE002058,MCH0153,LIN017,FAC006,FLR002058,MWO002058,2024-07-09 08:51:53,Machine Breakdown,3.01,361,286540.46,Resolved,Medium
DTE002059,MCH0095,LIN022,FAC008,FLR002059,MWO002059,2024-06-11 08:58:09,Machine Breakdown,6.91,851,347517.99,Resolved,Medium
DTE002060,MCH0273,LIN002,FAC001,FLR002060,MWO002060,2026-06-14 00:59:07,Machine Breakdown,3.48,445,158442.16,Resolved,High
DTE002061,MCH0327,LIN009,FAC003,FLR002061,MWO002061,2026-02-21 06:08:55,Machine Breakdown,4.78,983,625610.12,Resolved,Critical
DTE002062,MCH0275,LIN008,FAC003,FLR002062,MWO002062,2024-01-30 10:27:58,Machine Breakdown,3.03,191,52135.44,Resolved,Medium
DTE002063,MCH0153,LIN017,FAC006,FLR002063,MWO002063,2025-01-24 16:50:20,Machine Breakdown,6.33,901,1026116.08,Resolved,Medium
DTE002064,MCH0341,LIN006,FAC002,FLR002064,MWO002064,2026-06-14 16:25:07,Machine Breakdown,11.59,767,366181.86,Resolved,Medium
DTE002065,MCH0120,LIN007,FAC003,FLR002065,MWO002065,2024-09-14 09:05:20,Machine Breakdown,1.94,158,50799.92,Resolved,Low
DTE002066,MCH0376,LIN005,FAC002,FLR002066,MWO002066,2026-06-09 08:20:57,Machine Breakdown,5.61,586,642045.86,Resolved,Critical
DTE002067,MCH0005,LIN010,FAC004,FLR002067,MWO002067,2025-09-15 18:12:02,Machine Breakdown,9.09,783,162415.13,Resolved,Critical
DTE002068,MCH0185,LIN018,FAC006,FLR002068,MWO002068,2024-05-21 01:49:19,Machine Breakdown,8.13,1171,835429.36,Resolved,Medium
DTE002069,MCH0293,LIN023,FAC008,FLR002069,MWO002069,2025-08-15 09:37:39,Machine Breakdown,8.66,1982,810197.66,Resolved,Medium
DTE002070,MCH0303,LIN020,FAC007,FLR002070,MWO002070,2023-11-29 00:01:44,Machine Breakdown,3.6,584,488788.77,Resolved,High
DTE002071,MCH0022,LIN024,FAC008,FLR002071,MWO002071,2025-09-04 23:47:52,Machine Breakdown,4.6,573,575169.54,Resolved,High
DTE002072,MCH0047,LIN026,FAC009,FLR002072,MWO002072,2025-05-05 10:00:28,Machine Breakdown,1.07,83,93184.83,Open,Medium
DTE002073,MCH0119,LIN019,FAC007,FLR002073,MWO002073,2024-02-20 21:21:09,Machine Breakdown,15.83,913,535244.29,Resolved,Critical
DTE002074,MCH0038,LIN022,FAC008,FLR002074,MWO002074,2025-05-21 01:41:33,Machine Breakdown,11.07,1202,1358218.97,Resolved,High
DTE002075,MCH0329,LIN014,FAC005,FLR002075,MWO002075,2025-06-24 07:35:47,Machine Breakdown,3.65,801,875363.41,Resolved,High
DTE002076,MCH0477,LIN007,FAC003,FLR002076,MWO002076,2023-11-21 21:23:35,Machine Breakdown,6.57,1518,1077569.89,Resolved,Medium
DTE002077,MCH0594,LIN016,FAC006,FLR002077,MWO002077,2023-12-02 23:15:44,Machine Breakdown,3.15,569,129774.65,Resolved,Medium
DTE002078,MCH0123,LIN019,FAC007,FLR002078,MWO002078,2026-02-15 18:37:56,Machine Breakdown,4.45,339,314922.17,Resolved,High
DTE002079,MCH0198,LIN003,FAC001,FLR002079,MWO002079,2024-03-02 00:49:23,Machine Breakdown,2.37,351,181999.8,Resolved,Low
DTE002080,MCH0234,LIN001,FAC001,FLR002080,MWO002080,2025-07-26 20:09:46,Machine Breakdown,7.9,570,584441.51,Open,High
DTE002081,MCH0238,LIN007,FAC003,FLR002081,MWO002081,2024-02-03 03:10:34,Machine Breakdown,12.35,937,212171.88,Resolved,High
DTE002082,MCH0122,LIN001,FAC001,FLR002082,MWO002082,2024-08-12 01:55:14,Machine Breakdown,4.25,893,825853.64,Resolved,Medium
DTE002083,MCH0226,LIN027,FAC009,FLR002083,MWO002083,2024-10-21 10:30:11,Machine Breakdown,0.81,83,18022.17,Resolved,Medium
DTE002084,MCH0493,LIN008,FAC003,FLR002084,MWO002084,2026-05-29 05:02:43,Machine Breakdown,9.08,1484,1208254.21,Resolved,Medium
DTE002085,MCH0298,LIN016,FAC006,FLR002085,MWO002085,2023-11-14 10:58:45,Machine Breakdown,9.45,1727,1386474.46,Resolved,Medium
DTE002086,MCH0273,LIN002,FAC001,FLR002086,MWO002086,2025-03-16 19:09:03,Machine Breakdown,1.97,205,240549.5,Resolved,Medium
DTE002087,MCH0261,LIN017,FAC006,FLR002087,MWO002087,2025-11-20 02:40:56,Machine Breakdown,2.68,151,107167.59,Resolved,High
DTE002088,MCH0485,LIN007,FAC003,FLR002088,MWO002088,2024-04-29 09:14:44,Machine Breakdown,0.99,92,66802.19,Resolved,Low
DTE002089,MCH0298,LIN016,FAC006,FLR002089,MWO002089,2023-05-11 12:23:55,Machine Breakdown,12.36,2153,332487.5,Resolved,Medium
DTE002090,MCH0328,LIN024,FAC008,FLR002090,MWO002090,2023-04-30 15:09:43,Machine Breakdown,2.05,317,100936.15,Resolved,Low
DTE002091,MCH0008,LIN015,FAC005,FLR002091,MWO002091,2023-12-06 22:15:31,Machine Breakdown,2.95,560,444511.67,Resolved,Low
DTE002092,MCH0579,LIN003,FAC001,FLR002092,MWO002092,2024-04-21 20:00:27,Machine Breakdown,1.57,119,74666.42,Resolved,Medium
DTE002093,MCH0573,LIN004,FAC002,FLR002093,MWO002093,2023-05-25 23:15:24,Machine Breakdown,1.92,427,155132.33,Resolved,Medium
DTE002094,MCH0039,LIN009,FAC003,FLR002094,MWO002094,2026-03-08 07:33:34,Machine Breakdown,11.1,953,961499.61,Resolved,Medium
DTE002095,MCH0417,LIN001,FAC001,FLR002095,MWO002095,2025-03-13 22:09:50,Machine Breakdown,6.58,1409,1094303.98,Resolved,Low
DTE002096,MCH0159,LIN014,FAC005,FLR002096,MWO002096,2023-04-14 06:29:38,Machine Breakdown,6.14,1163,389887.99,Resolved,Medium
DTE002097,MCH0245,LIN030,FAC010,FLR002097,MWO002097,2025-07-12 19:32:07,Machine Breakdown,4.89,1124,802541.38,Open,Medium
DTE002098,MCH0141,LIN006,FAC002,FLR002098,MWO002098,2024-02-01 09:45:29,Machine Breakdown,15.81,1176,1243467.65,Resolved,Critical
DTE002099,MCH0250,LIN007,FAC003,FLR002099,MWO002099,2025-01-03 08:32:35,Machine Breakdown,9.38,486,579519.54,Resolved,Medium
DTE002100,MCH0337,LIN028,FAC010,FLR002100,MWO002100,2023-02-23 12:40:52,Machine Breakdown,6.2,1124,276057.02,Resolved,High
DTE002101,MCH0393,LIN019,FAC007,FLR002101,MWO002101,2024-02-01 14:10:39,Machine Breakdown,16.07,2981,3105049.2,Resolved,Low
DTE002102,MCH0234,LIN001,FAC001,FLR002102,MWO002102,2024-06-20 21:50:55,Machine Breakdown,3.72,198,73446.54,Resolved,Critical
DTE002103,MCH0514,LIN029,FAC010,FLR002103,MWO002103,2025-11-19 18:52:43,Machine Breakdown,4.91,877,398978.38,Resolved,High
DTE002104,MCH0358,LIN027,FAC009,FLR002104,MWO002104,2024-08-06 20:58:35,Machine Breakdown,4.33,341,101529.7,Resolved,Medium
DTE002105,MCH0285,LIN007,FAC003,FLR002105,MWO002105,2026-03-02 06:24:46,Machine Breakdown,2.83,636,591866.13,Resolved,High
DTE002106,MCH0470,LIN002,FAC001,FLR002106,MWO002106,2025-11-30 10:15:59,Machine Breakdown,3.15,708,264356.99,Resolved,Medium
DTE002107,MCH0057,LIN020,FAC007,FLR002107,MWO002107,2023-04-09 20:25:44,Machine Breakdown,9.85,623,723216.2,Resolved,Medium
DTE002108,MCH0062,LIN011,FAC004,FLR002108,MWO002108,2024-07-17 20:33:18,Machine Breakdown,6.93,353,377660.54,Resolved,Low
DTE002109,MCH0596,LIN022,FAC008,FLR002109,MWO002109,2024-07-11 12:35:55,Machine Breakdown,13.91,3318,914351.03,Resolved,Low
DTE002110,MCH0447,LIN011,FAC004,FLR002110,MWO002110,2025-04-12 05:01:10,Machine Breakdown,10.97,1163,561005.78,Resolved,Medium
DTE002111,MCH0088,LIN015,FAC005,FLR002111,MWO002111,2023-06-03 01:12:52,Machine Breakdown,10.13,2272,2679301.48,Resolved,Critical
DTE002112,MCH0441,LIN020,FAC007,FLR002112,MWO002112,2023-04-04 09:34:58,Machine Breakdown,0.32,65,73641.94,Resolved,Critical
DTE002113,MCH0270,LIN013,FAC005,FLR002113,MWO002113,2023-07-10 14:43:46,Machine Breakdown,10.18,553,299153.59,Resolved,High
DTE002114,MCH0412,LIN021,FAC007,FLR002114,MWO002114,2025-09-12 00:29:58,Machine Breakdown,1.75,147,109272.22,Open,High
DTE002115,MCH0049,LIN007,FAC003,FLR002115,MWO002115,2026-05-18 21:50:18,Machine Breakdown,1.92,322,140941.77,Open,Medium
DTE002116,MCH0155,LIN022,FAC008,FLR002116,MWO002116,2024-10-02 12:41:41,Machine Breakdown,9.65,674,129425.38,Open,High
DTE002117,MCH0594,LIN016,FAC006,FLR002117,MWO002117,2023-12-29 08:51:58,Machine Breakdown,15.28,3004,1641806.55,Resolved,Medium
DTE002118,MCH0350,LIN021,FAC007,FLR002118,MWO002118,2023-07-14 00:33:03,Machine Breakdown,11.68,2003,759024.81,Resolved,Low
DTE002119,MCH0351,LIN021,FAC007,FLR002119,MWO002119,2025-05-10 14:46:18,Machine Breakdown,6.1,1093,430826.3,Resolved,High
DTE002120,MCH0554,LIN028,FAC010,FLR002120,MWO002120,2024-09-03 03:42:13,Machine Breakdown,12.28,1215,1370363.4,Resolved,Low
DTE002121,MCH0453,LIN010,FAC004,FLR002121,MWO002121,2025-05-10 00:37:40,Machine Breakdown,5.54,846,207325.6,Resolved,High
DTE002122,MCH0511,LIN004,FAC002,FLR002122,MWO002122,2023-04-28 03:21:57,Machine Breakdown,6.55,1069,1234803.43,Resolved,Medium
DTE002123,MCH0032,LIN023,FAC008,FLR002123,MWO002123,2026-05-13 10:30:02,Machine Breakdown,11.35,1968,891451.28,Resolved,Medium
DTE002124,MCH0289,LIN010,FAC004,FLR002124,MWO002124,2024-09-17 13:52:09,Machine Breakdown,8.16,1609,1216017.0,Resolved,High
DTE002125,MCH0258,LIN026,FAC009,FLR002125,MWO002125,2025-02-17 11:02:05,Machine Breakdown,1.86,97,99108.43,Resolved,Medium
DTE002126,MCH0362,LIN007,FAC003,FLR002126,MWO002126,2024-07-04 07:35:08,Machine Breakdown,8.61,792,373492.03,Resolved,Medium
DTE002127,MCH0388,LIN011,FAC004,FLR002127,MWO002127,2023-06-22 01:21:56,Machine Breakdown,2.14,226,195810.67,Resolved,Medium
DTE002128,MCH0031,LIN010,FAC004,FLR002128,MWO002128,2026-02-22 02:09:14,Machine Breakdown,3.64,247,105656.49,Resolved,High
DTE002129,MCH0504,LIN008,FAC003,FLR002129,MWO002129,2026-06-16 09:47:14,Machine Breakdown,13.6,3091,2018877.85,Open,Low
DTE002130,MCH0499,LIN017,FAC006,FLR002130,MWO002130,2025-05-09 21:00:05,Machine Breakdown,20.94,4036,1530137.22,Resolved,Critical
DTE002131,MCH0504,LIN008,FAC003,FLR002131,MWO002131,2023-04-22 22:42:16,Machine Breakdown,4.49,437,303888.79,Resolved,High
DTE002132,MCH0237,LIN025,FAC009,FLR002132,MWO002132,2023-09-28 18:46:31,Machine Breakdown,1.26,298,311211.27,Resolved,High
DTE002133,MCH0472,LIN011,FAC004,FLR002133,MWO002133,2023-10-20 09:35:56,Machine Breakdown,3.54,809,790217.94,Resolved,Medium
DTE002134,MCH0281,LIN027,FAC009,FLR002134,MWO002134,2026-01-30 13:27:34,Machine Breakdown,2.15,447,236404.35,Resolved,Medium
DTE002135,MCH0244,LIN007,FAC003,FLR002135,MWO002135,2023-04-04 21:59:35,Machine Breakdown,15.08,1260,629740.89,Resolved,High
DTE002136,MCH0436,LIN013,FAC005,FLR002136,MWO002136,2025-08-25 19:00:59,Machine Breakdown,7.17,1288,1337033.61,Open,Low
DTE002137,MCH0449,LIN024,FAC008,FLR002137,MWO002137,2024-02-01 17:19:43,Machine Breakdown,3.6,707,420767.92,Resolved,Medium
DTE002138,MCH0074,LIN001,FAC001,FLR002138,MWO002138,2025-07-31 04:36:43,Machine Breakdown,3.36,213,224601.33,Resolved,Medium
DTE002139,MCH0528,LIN005,FAC002,FLR002139,MWO002139,2024-06-20 10:24:23,Machine Breakdown,11.41,1191,394876.42,Resolved,Medium
DTE002140,MCH0411,LIN006,FAC002,FLR002140,MWO002140,2024-07-30 14:36:28,Machine Breakdown,8.25,1275,661462.65,Resolved,Medium
DTE002141,MCH0228,LIN011,FAC004,FLR002141,MWO002141,2023-11-10 02:08:14,Machine Breakdown,4.29,357,382788.15,Resolved,High
DTE002142,MCH0410,LIN016,FAC006,FLR002142,MWO002142,2025-08-01 04:32:04,Machine Breakdown,0.45,42,12934.88,Resolved,Critical
DTE002143,MCH0556,LIN013,FAC005,FLR002143,MWO002143,2023-09-03 14:03:01,Machine Breakdown,13.4,1120,193194.22,Open,Critical
DTE002144,MCH0020,LIN001,FAC001,FLR002144,MWO002144,2023-09-02 20:52:16,Machine Breakdown,10.05,1869,1923400.75,Resolved,High
DTE002145,MCH0161,LIN008,FAC003,FLR002145,MWO002145,2023-07-20 01:02:06,Machine Breakdown,12.28,2694,640359.08,Resolved,Medium
DTE002146,MCH0594,LIN016,FAC006,FLR002146,MWO002146,2023-11-03 17:25:29,Machine Breakdown,3.89,562,581379.04,Resolved,Medium
DTE002147,MCH0257,LIN013,FAC005,FLR002147,MWO002147,2024-01-16 16:01:14,Machine Breakdown,10.33,797,219251.96,Resolved,Low
DTE002148,MCH0446,LIN004,FAC002,FLR002148,MWO002148,2026-02-25 13:11:12,Machine Breakdown,2.79,403,85185.25,Resolved,Medium
DTE002149,MCH0403,LIN002,FAC001,FLR002149,MWO002149,2025-04-21 08:44:48,Machine Breakdown,3.54,330,314574.87,Resolved,Low
DTE002150,MCH0382,LIN018,FAC006,FLR002150,MWO002150,2026-05-02 21:16:50,Machine Breakdown,0.67,77,15983.72,Resolved,Medium
DTE002151,MCH0078,LIN001,FAC001,FLR002151,MWO002151,2023-06-14 00:08:52,Machine Breakdown,8.76,1900,1434043.78,Resolved,High
DTE002152,MCH0322,LIN010,FAC004,FLR002152,MWO002152,2023-05-14 01:19:40,Machine Breakdown,10.43,433,173903.08,Resolved,High
DTE002153,MCH0347,LIN015,FAC005,FLR002153,MWO002153,2023-12-08 00:33:45,Machine Breakdown,10.49,1613,1558995.5,Resolved,Medium
DTE002154,MCH0276,LIN012,FAC004,FLR002154,MWO002154,2026-01-21 11:49:31,Machine Breakdown,4.52,357,356331.07,Resolved,Medium
DTE002155,MCH0306,LIN010,FAC004,FLR002155,MWO002155,2023-07-05 03:16:12,Machine Breakdown,6.62,689,548720.75,Resolved,Low
DTE002156,MCH0350,LIN021,FAC007,FLR002156,MWO002156,2025-02-20 03:36:58,Machine Breakdown,2.53,252,80902.52,Resolved,High
DTE002157,MCH0086,LIN003,FAC001,FLR002157,MWO002157,2025-11-10 04:39:31,Machine Breakdown,13.95,2312,2275384.92,Resolved,Low
DTE002158,MCH0390,LIN011,FAC004,FLR002158,MWO002158,2024-11-19 17:26:35,Machine Breakdown,14.96,3445,865920.0,Resolved,Medium
DTE002159,MCH0058,LIN028,FAC010,FLR002159,MWO002159,2024-01-12 13:51:14,Machine Breakdown,4.6,682,734099.16,Resolved,Critical
DTE002160,MCH0284,LIN006,FAC002,FLR002160,MWO002160,2023-01-15 22:14:33,Machine Breakdown,3.73,361,413340.89,Resolved,Medium
DTE002161,MCH0106,LIN018,FAC006,FLR002161,MWO002161,2023-09-20 13:01:15,Machine Breakdown,2.84,561,486819.98,Resolved,Low
DTE002162,MCH0252,LIN027,FAC009,FLR002162,MWO002162,2025-08-14 13:31:18,Machine Breakdown,14.33,2338,2466938.42,Resolved,Medium
DTE002163,MCH0370,LIN029,FAC010,FLR002163,MWO002163,2026-04-15 22:35:41,Machine Breakdown,6.79,1473,1377418.8,Open,High
DTE002164,MCH0052,LIN006,FAC002,FLR002164,MWO002164,2023-11-13 06:28:33,Machine Breakdown,14.48,727,615214.92,Resolved,Medium
DTE002165,MCH0297,LIN018,FAC006,FLR002165,MWO002165,2025-11-21 00:07:33,Machine Breakdown,8.17,353,369361.91,Resolved,Medium
DTE002166,MCH0254,LIN013,FAC005,FLR002166,MWO002166,2024-04-17 00:12:32,Machine Breakdown,10.81,2441,2472569.34,Resolved,Medium
DTE002167,MCH0531,LIN021,FAC007,FLR002167,MWO002167,2023-07-31 18:13:30,Machine Breakdown,5.25,1189,284152.31,Resolved,Medium
DTE002168,MCH0230,LIN017,FAC006,FLR002168,MWO002168,2023-10-09 06:56:15,Machine Breakdown,14.61,2792,2039619.86,Resolved,Critical
DTE002169,MCH0466,LIN005,FAC002,FLR002169,MWO002169,2023-05-14 16:07:48,Machine Breakdown,5.26,213,73633.74,Resolved,Low
DTE002170,MCH0073,LIN002,FAC001,FLR002170,MWO002170,2024-10-03 09:44:24,Machine Breakdown,15.17,3185,682673.97,Resolved,Medium
DTE002171,MCH0365,LIN014,FAC005,FLR002171,MWO002171,2025-05-22 14:09:00,Machine Breakdown,2.77,262,247149.24,Resolved,High
DTE002172,MCH0590,LIN008,FAC003,FLR002172,MWO002172,2025-12-13 22:16:34,Machine Breakdown,7.98,1188,1104189.84,Open,Medium
DTE002173,MCH0035,LIN005,FAC002,FLR002173,MWO002173,2025-05-09 03:09:03,Machine Breakdown,6.25,344,57880.69,Resolved,Critical
DTE002174,MCH0144,LIN010,FAC004,FLR002174,MWO002174,2026-05-19 08:30:42,Machine Breakdown,3.67,800,163064.69,Resolved,Medium
DTE002175,MCH0008,LIN015,FAC005,FLR002175,MWO002175,2026-01-04 10:25:16,Machine Breakdown,2.02,176,157503.62,Resolved,High
DTE002176,MCH0202,LIN009,FAC003,FLR002176,MWO002176,2023-07-15 20:58:01,Machine Breakdown,19.44,800,183169.25,Resolved,High
DTE002177,MCH0003,LIN025,FAC009,FLR002177,MWO002177,2025-02-21 18:23:22,Machine Breakdown,14.97,858,392047.8,Resolved,High
DTE002178,MCH0535,LIN025,FAC009,FLR002178,MWO002178,2024-09-15 22:41:26,Machine Breakdown,2.68,169,142338.45,Resolved,High
DTE002179,MCH0265,LIN011,FAC004,FLR002179,MWO002179,2025-08-30 17:57:07,Machine Breakdown,14.08,1592,868614.97,Resolved,High
DTE002180,MCH0075,LIN003,FAC001,FLR002180,MWO002180,2026-05-20 18:54:08,Machine Breakdown,10.11,1025,311052.63,Resolved,Medium
DTE002181,MCH0046,LIN029,FAC010,FLR002181,MWO002181,2024-09-07 08:16:44,Machine Breakdown,12.94,935,317760.24,Resolved,Medium
